RMSE,MAE,MAPE,R2,Pearson_r,ACC,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.28423187346888,0.2186734556503917,26.17524924597576,0.9675440374215756,0.984764135401516,0.3094011037578175,px031_trees_bd,zero_shot,2012,2000,12,543,46,0.0
0.5344604712367,0.4030045775453681,91.99264915826552,0.8597934930342341,0.9587265733695725,-0.3308387742145254,px031_trees_bd,zero_shot,2013,2001,12,549,46,0.0
0.2808369273707067,0.1879333329751439,33.00184302891622,0.9654697389316635,0.9831082671085672,0.1762346783920381,px031_trees_bd,zero_shot,2014,2002,12,551,46,0.0
0.3133095114717342,0.2325790093644805,28.68402239619429,0.9631158614774574,0.9828455121689248,0.1808132388770487,px031_trees_bd,zero_shot,2015,2003,12,552,46,0.0
0.2847750732409159,0.195844809214274,18.006305208556793,0.969453791083357,0.984745769600709,0.2961940122957497,px031_trees_bd,zero_shot,2016,2004,12,552,45,0.0
0.2198828340218634,0.1670782740997231,23.268920190533237,0.9825503255327052,0.99342596384702,0.534949956068444,px031_trees_bd,zero_shot,2017,2005,12,551,46,0.0
0.2446500280431388,0.177844638571791,28.513590911379637,0.980200416209043,0.9911363421879954,0.6509161935008414,px031_trees_bd,zero_shot,2018,2006,12,551,46,0.0
0.203318477844965,0.1592565725390475,1998.4902653210715,0.9861923217415088,0.9932180331660562,0.7102615159220506,px031_trees_bd,zero_shot,2019,2007,12,551,46,0.0
0.2907905890623081,0.2163117706127788,21.356961042362894,0.9719128338970732,0.9889437438964104,0.5581962424884205,px031_trees_bd,zero_shot,2020,2008,12,551,46,0.0
0.2899885065440941,0.2052983369516289,19.92114991550323,0.974577640819434,0.9884922671184644,0.5537865345366179,px031_trees_bd,zero_shot,2021,2009,12,551,46,0.0
0.3039157779711244,0.2270128860241837,95.52242239864668,0.9687628895535584,0.987140364763142,0.1891953901617155,px031_trees_bd,zero_shot,2022,2010,12,551,45,0.0
