RMSE,MAE,MAPE,R2,Pearson_r,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.05899213548288295,0.046944086163027865,86.3146756751904,0.5910892920747386,0.7813530189710357,g028_shrubs_ne,zero_shot,2018,2006,12,363,37,0.01
