composite_index,site,n_years,R2,Pearson_r
11,g060_shrubs_be,8,-0.5090264978922208,-0.09870953204053966
11,g061_grass_nat,11,0.16057188111472687,0.6187332577360094
11,g062_grass_nat,10,-0.17353434018401104,0.16920762322992908
11,g063_shrubs_bd,11,-0.11364247031293617,0.2346566971264248
11,g064_shrubs_be,11,-0.3014213368303045,-0.48150671488407265
11,g065_shrubs_bd,11,0.5124106169121794,0.7406752316846968
11,g066_grass_nat,11,0.40159353932564223,0.6367177698352945
11,g067_grass_nat,11,-0.033020198475225415,0.5193659501764899
11,g068_grass_nat,11,-0.338463405065873,-0.13575391243866608
12,g012_trees_ne,9,-0.7793413134214937,-0.07731766949580246
12,g019_trees_bd,9,-0.6329073410230945,-0.6916552222953022
12,g022_grass_man,10,-0.20637304463147976,0.03750059860194567
12,g024_trees_ne,11,-0.30041869409047917,0.07389551545155283
12,g025_grass_nat,11,-0.2998138961837278,0.02071305107564711
12,g026_grass_nat,11,-1.23448367694931,-0.1328365217580731
12,g029_trees_bd,8,0.055246280864763575,0.40924619765127196
12,g030_grass_nat,11,-2.301958727131625,-0.6053104079979973
12,g031_grass_nat,10,0.2761609202499521,0.5413909533748763
12,g032_shrubs_bd,11,-0.2513026181950164,0.24557389241674082
12,g033_grass_nat,11,-1.6081706082602252,-0.4786869596974843
12,g034_grass_man,11,-0.09862330853543777,0.1485007744710016
12,g035_grass_man,11,-0.3028503304963328,-0.026526787574913224
12,g036_trees_ne,10,-1.367599610309989,-0.04294037178556219
12,g037_trees_be,10,-0.1188658589607634,0.379768171562799
12,g038_grass_nat,8,-1.0282318560647012,-0.43043707035140294
12,g039_trees_be,11,-0.08866984177919202,0.07124238817398813
12,g040_trees_be,9,-0.8922567366703014,-0.16045965666366704
12,g042_grass_nat,11,-0.6213048821784175,0.1424273477281357
12,g043_grass_man,11,-0.20958093937531408,0.057442845352833255
12,g044_grass_man,11,-0.5891298756368,0.021816221573762895
12,g045_grass_nat,11,-0.33426957515077693,-0.04713737638973595
12,g046_grass_man,11,0.08071465738145478,0.3932069987965969
12,g047_trees_bd,11,-0.1877230470625848,0.029751994580321427
12,g048_shrubs_bd,11,-0.5798005809830367,0.12384753641709935
12,g049_trees_be,11,-0.3431852998967597,0.06458415834215704
12,g050_grass_nat,11,0.31625097490037957,0.9172585610548826
12,g051_shrubs_bd,11,0.005630369499409427,0.3170407703536065
12,g054_trees_be,9,-0.5899503365895946,-0.4087079660967286
12,g055_shrubs_bd,11,-1.2628947162071427,-0.27709862788635037
12,g056_trees_bd,9,0.05240416893827693,0.3507204741453795
12,g057_grass_man,11,0.4356870924891948,0.6654512806738845
12,g058_shrubs_be,9,-0.3774184040497097,-0.3547096227983592
12,g059_grass_man,11,0.037617338900261976,0.2008986290486746
12,g060_shrubs_be,10,0.21058326506390979,0.6165800177051383
12,g061_grass_nat,11,-0.3707428759769711,-0.10360271212457542
12,g062_grass_nat,9,-0.6712505571199014,-0.19740740161732398
12,g063_shrubs_bd,11,0.36847196752138955,0.6436529263764601
