RMSE,MAE,MAPE,R2,Pearson_r,ACC,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.0463990198169919,0.0363047375627186,7.180979640871271,0.9755685529107936,0.9896851358421098,0.8514518071507279,px053_shrubs_ne,zero_shot,2012,2000,12,543,46,0.0
0.0705599792224874,0.0537280540751374,10.047856000411077,0.9497912333233312,0.9869271854745862,0.2305068294095518,px053_shrubs_ne,zero_shot,2013,2001,12,549,46,0.0
0.0631336844794944,0.0564703238399132,10.781921973861651,0.928467829194744,0.9917228947562202,0.9724624619927078,px053_shrubs_ne,zero_shot,2014,2002,12,551,46,0.0
0.1635371161044596,0.132465154580448,23.076965071352483,0.760577971030899,0.9197176117517878,0.3626203920272913,px053_shrubs_ne,zero_shot,2015,2003,12,552,46,0.0
0.0787103376030798,0.0639292594459321,13.894814264587184,0.9532508192020764,0.9779390649565444,0.8093499855313294,px053_shrubs_ne,zero_shot,2016,2004,12,552,45,0.0
0.0954215221588353,0.0762975236967853,19.054743774471444,0.94135935695818,0.9803227279179016,0.7178112683019461,px053_shrubs_ne,zero_shot,2017,2005,12,551,46,0.0
0.0984744250520734,0.070626970866452,9.59115096721663,0.932006297799552,0.9872163358825832,0.48873147568401,px053_shrubs_ne,zero_shot,2018,2006,12,551,46,0.0
0.086236330406948,0.0681738406419754,16.807338471378323,0.9529670007830516,0.9790348245253752,0.4238071761202071,px053_shrubs_ne,zero_shot,2019,2007,12,551,46,0.0
0.0742756335369066,0.0597473599988481,11.439320598174746,0.9426215489706128,0.9895807745275292,-0.063871138579977,px053_shrubs_ne,zero_shot,2020,2008,12,551,46,0.0
0.0821772890099663,0.070551920844161,14.201148761602289,0.8935321562340693,0.9886511183676718,0.8030304697567885,px053_shrubs_ne,zero_shot,2021,2009,12,551,46,0.0
0.1085445041739386,0.0886646956205368,17.82902971452164,0.8378701755161438,0.9514343557882088,0.6008279502899714,px053_shrubs_ne,zero_shot,2022,2010,12,551,45,0.0
