RMSE,MAE,MAPE,R2,Pearson_r,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.3469394768475381,0.243732442910021,25.90137904210792,0.44769027280082796,0.7434346040403196,g063_shrubs_bd,zero_shot,2022,2010,12,549,44,0.02
