RMSE,MAE,MAPE,R2,Pearson_r,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.1400890485389635,0.07406183374779565,54.0668815616958,-0.22941905816016206,-0.1156716663304073,g039_trees_be,zero_shot,2020,2008,12,362,35,0.01
