site,learning_rate,lora_rank,lora_alpha,best_step,best_eval_loss,steps_run,elapsed_sec
high_amplitude_deciduous,0.0001,16,32,800,0.16096526384353638,1000,113.3
high_amplitude_deciduous,0.0001,8,16,800,0.16472195088863373,1000,112.4
high_amplitude_deciduous,0.0001,4,8,900,0.1650702953338623,1000,114.5
high_amplitude_deciduous,1e-05,16,32,100,0.17001178860664368,400,46.5
high_amplitude_deciduous,1e-05,8,16,100,0.17119434475898743,400,46.2
high_amplitude_deciduous,1e-05,4,8,100,0.17154434323310852,400,46.7
