RMSE,MAE,MAPE,R2,Pearson_r,ACC,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.2252183821632386,0.1615450696452804,15.669086759823443,0.9784386401288068,0.9892234991931176,0.3710762439342429,px060_grass_nat,zero_shot,2012,2000,12,543,46,0.0
0.2599910989084509,0.1846660488973493,34.49138280156152,0.9696390491291628,0.9909092792179824,-0.0032753418275542,px060_grass_nat,zero_shot,2013,2001,12,549,46,0.0
0.2713732951944631,0.1651126668667016,21.645713238555267,0.9721235738336588,0.9916349303015416,-0.0528971891140328,px060_grass_nat,zero_shot,2014,2002,12,551,46,0.0
0.2208216220744314,0.1700288313238517,19.984833969052477,0.9800273662718482,0.9924042220523536,-0.1747413577411769,px060_grass_nat,zero_shot,2015,2003,12,552,46,0.0
0.3056957752598903,0.2176043804321024,41.119743558295816,0.9641808581139047,0.982822552020968,-0.2211530202741732,px060_grass_nat,zero_shot,2016,2004,12,552,45,0.0
0.2980609788018624,0.203394330309137,37.7553075117759,0.9643998668332598,0.9828099166949148,0.2853157592817822,px060_grass_nat,zero_shot,2017,2005,12,551,46,0.0
0.1558048027085993,0.1157875446521717,24.879682719132305,0.9912908500894032,0.9960063834097164,0.5067017894999699,px060_grass_nat,zero_shot,2018,2006,12,551,46,0.0
0.1836053578025889,0.1357539132561372,16.170554510279782,0.986851362135177,0.9939522945245182,0.5656247407162253,px060_grass_nat,zero_shot,2019,2007,12,551,46,0.0
0.1710622233431317,0.1293575966163822,17.240983614645884,0.9878644245302616,0.9951214412535118,0.4055783645591442,px060_grass_nat,zero_shot,2020,2008,12,551,46,0.0
0.2000196390911186,0.1614240383648354,23.139209806308862,0.98417988798101,0.9921637210193982,0.2632343886748461,px060_grass_nat,zero_shot,2021,2009,12,551,46,0.0
0.2233988940689557,0.1656128800577587,25.68581543260933,0.9793071780343052,0.99034281138351,-0.1108844706329004,px060_grass_nat,zero_shot,2022,2010,12,551,45,0.0
