date,LAI,tmmx,tmmn,pr,srad,vpd,sph,vs,lat,lon,source_file
2000-02-18,0.10000000000000002,277.9125,267.82500000000005,2.9125000000000005,150.0625,0.19875,0.0034850000000000003,5.700000000000001,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000049.regrid.nc
2000-02-26,0.17686399559118768,281.0625,268.225,0.4625,172.60000000000002,0.31375,0.0034525000000000003,4.9625,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000057.regrid.nc
2000-03-05,0.20381203266788994,280.48749999999995,266.7625,1.225,196.3125,0.2925,0.0033475000000000006,5.0375000000000005,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000065.regrid.nc
2000-03-13,0.2584531031520031,285.7375,269.45,0.0,221.97500000000002,0.60625,0.002895,4.775,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000073.regrid.nc
2000-03-21,0.28448806092696755,286.7875,270.6375,0.0,239.7125,0.74125,0.0024400000000000003,4.1375,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000081.regrid.nc
2000-03-29,0.28540114022870533,287.98749999999995,271.35,0.0,272.9375,0.805,0.0027262500000000004,5.487500000000001,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000089.regrid.nc
2000-04-06,0.3000000000000001,291.07500000000005,274.5875,0.0,285.1,1.0037500000000001,0.00295375,4.612500000000001,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000097.regrid.nc
2000-04-14,0.3000000000000001,286.72499999999997,272.6875,1.925,250.125,0.5862499999999999,0.00397375,5.4125,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000105.regrid.nc
2000-04-22,0.3660771684877829,292.425,275.5375,0.0,315.375,1.08875,0.0032925000000000003,4.675000000000001,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000113.regrid.nc
2000-04-30,0.4622651358198929,294.9875,277.625,0.0,315.1625,1.3337500000000002,0.0032475000000000004,3.8750000000000004,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000121.regrid.nc
2000-05-08,0.4622651358198929,290.07500000000005,273.9875,0.0,319.73750000000007,0.97875,0.002785,5.737500000000001,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000129.regrid.nc
2000-05-16,0.4067109860340421,294.75,277.6,0.9625,313.275,1.25125,0.0043175,3.875,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000137.regrid.nc
2000-05-24,0.4067109860340421,299.3875,282.3125,0.0,329.425,1.77875,0.004190000000000001,3.8625000000000007,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000145.regrid.nc
2000-06-01,0.3260349577749646,298.88750000000005,281.3125,0.3375,332.1875,1.7850000000000001,0.00348125,5.175000000000001,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000153.regrid.nc
2000-06-09,0.4575400238502652,298.5625,280.4125,0.0,347.71250000000003,1.58875,0.0046275,4.2125,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000161.regrid.nc
2000-06-17,0.46135205651815514,300.525,283.525,0.36250000000000004,342.38750000000005,1.82625,0.0049975,3.5375000000000005,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000169.regrid.nc
2000-06-25,0.4575400238502652,301.26250000000005,285.375,0.28750000000000003,341.575,1.90625,0.0056775,3.4000000000000004,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000177.regrid.nc
2000-07-03,0.458453103152003,298.2875,279.6875,0.0,351.4625,1.6187500000000001,0.0037150000000000004,5.300000000000001,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000185.regrid.nc
2000-07-11,0.4622651358198929,301.73749999999995,282.975,0.0,340.61250000000007,2.12,0.0035375000000000003,4.475,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000193.regrid.nc
2000-07-19,0.4660771684877828,304.1625,285.125,0.0,337.01250000000005,2.52625,0.00343,3.475,37.525000000000006,-117.55833330000002,HiQ_LAI_WGS84_5km_8day_2000201.regrid.nc
