site,method,learning_rate,rank,best_step,best_eval_loss,steps_run,elapsed_sec,n_trainable,n_total,peak_mem_mb
low_amplitude,dora,1e-05,8,100,0.651634931564331,400,65.3,1280976,120758640,3116.4
low_amplitude,dora,1e-05,16,100,0.6549109220504761,400,65.5,2487888,121965552,3641.8
low_amplitude,dora,0.0001,8,100,0.6940719485282898,400,65.9,1280976,120758640,3622.2
low_amplitude,dora,0.0001,16,100,0.7164760231971741,400,65.4,2487888,121965552,3633.8
