RMSE,MAE,MAPE,R2,Pearson_r,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
1.4235162987212386,1.0673308477682226,70.42330200039554,0.10255275371239081,0.5117024822871005,g029_trees_bd,zero_shot,2022,2010,12,373,34,0.02
