site,method,learning_rate,best_step,best_eval_loss,steps_run,elapsed_sec,n_trainable,n_total,peak_mem_mb
low_amplitude,bitfit,0.01,400,0.621819257736206,700,58.7,8352,119477664,2744.8
low_amplitude,bitfit,0.001,100,0.6348531246185303,400,33.8,8352,119477664,2729.1
low_amplitude,bitfit,0.0001,100,0.6512209177017212,400,33.8,8352,119477664,2239.4
low_amplitude,bitfit,0.1,200,0.9139238595962524,500,42.1,8352,119477664,2728.2
