site,method,learning_rate,best_step,best_eval_loss,steps_run,elapsed_sec,n_trainable,n_total,peak_mem_mb
low_amplitude,ia3,0.0001,300,0.6534035205841064,600,52.1,73728,119551392,2701.8
low_amplitude,ia3,0.001,100,0.6615424752235413,400,35.0,73728,119551392,3199.1
low_amplitude,ia3,0.1,200,0.6783108115196228,500,44.0,73728,119551392,3195.8
low_amplitude,ia3,0.01,800,0.7495284080505371,1000,91.2,73728,119551392,3193.5
