day,tmmx,tmmn,t2m_mean,d2m_mean,sp_mean,pr,srad,u10_mean,v10_mean
2016-01-01,301.94415,295.1504,298.1623,294.6827,101831.15,0.84079987,146.58894,-0.99798125,1.5596262
2016-01-02,301.5102,293.68274,297.16318,294.23746,101696.65,2.104573,143.38673,0.48082897,-0.65985566
2016-01-03,298.9687,291.9549,295.23856,292.4794,101435.63,1.6984456,131.27003,-0.12530185,-1.5044804
2016-01-04,294.75714,289.0137,291.07617,286.2377,101337.56,0.56038237,72.67369,0.638257,-3.3969343
2016-01-05,295.657,287.347,291.2573,283.42166,101820.21,0.04626438,72.09892,-1.1564559,-3.5835388
2016-01-06,294.77444,291.88904,293.2062,289.31625,101810.195,11.293147,69.899155,-2.6776905,-2.740948
2016-01-07,297.70032,288.92764,292.2237,289.26584,101491.97,0.042421743,153.82019,0.7577634,-2.200897
2016-01-08,298.7073,289.5044,293.7,291.45297,101289.07,3.7476792,57.54191,0.14382412,1.7838001
2016-01-09,301.41345,290.24634,295.1717,293.14282,101115.66,1.2460481,140.894,0.27003828,1.0318556
2016-01-10,298.86337,293.6437,296.11633,294.11664,101277.43,3.1725001,78.8432,1.590146,1.382754
2016-01-11,295.34213,287.74222,291.5455,286.60486,101796.69,0.56290627,142.00345,0.40422678,-3.3536594
2016-01-12,292.2881,287.05582,289.3437,286.25064,101943.46,6.8326144,62.748096,0.4717526,-3.016698
2016-01-13,295.09583,286.85037,290.2998,283.17157,102002.77,4.4703484e-05,132.11339,-0.20915638,-3.5373766
2016-01-14,294.92697,288.484,291.31873,287.29764,101852.02,3.632931,49.21813,-0.6901366,-1.67098
2016-01-15,297.2356,292.80756,294.86832,292.20312,101170.91,27.048077,74.410614,-0.4732585,3.645705
2016-01-16,297.95685,288.0951,292.63803,289.50723,101169.13,0.05337596,171.54779,0.42778274,0.23902215
2016-01-17,298.79956,292.0575,295.88956,290.74036,100870.47,3.3739786,129.56465,2.5843687,2.5037673
2016-01-18,291.57028,284.8278,288.46567,281.94156,101790.85,0.0,140.9304,1.3189167,-3.476906
2016-01-19,290.78055,284.79196,287.44406,274.9542,102427.164,-4.4703484e-05,141.97864,0.16354345,-4.77297
2016-01-20,295.30536,282.7807,287.56113,280.36206,102367.5,0.0,180.0833,-0.9435373,-3.0990694
2016-01-21,295.9176,285.36237,290.04797,284.20975,102081.59,-4.4703484e-05,136.495,-2.4552205,-0.42943767
2016-01-22,294.4426,292.86658,293.76285,290.30142,101357.305,45.90513,23.871735,-0.57839996,2.6910763
2016-01-23,292.51306,287.664,290.38382,284.32074,101074.26,0.064596534,151.98741,5.9427414,-1.0710671
2016-01-24,289.23682,279.48468,284.40814,277.33188,101926.21,0.0,212.19403,1.8792518,-2.958232
2016-01-25,294.62708,280.35834,285.71454,279.7623,102264.97,0.098925084,130.77663,-0.14919794,-1.40658
2016-01-26,298.72513,290.11047,294.19547,287.63547,102143.96,0.006020069,154.77734,-2.5346715,1.9282075
2016-01-27,298.73578,294.9175,296.57584,293.9636,101575.06,12.689319,67.2177,-0.9080017,2.94139
2016-01-28,296.93607,293.0136,294.90146,293.7233,101203.48,20.749779,71.55899,0.5207507,0.42119583
2016-01-29,295.81403,288.59995,290.9896,286.11353,101422.06,0.2574492,146.57489,2.725054,-1.4855846
