day,tmmx,tmmn,t2m_mean,d2m_mean,sp_mean,pr,srad,u10_mean,v10_mean
2005-01-01,250.27827,244.69969,246.93152,243.1562,100585.914,0.0059232116,39.09132,0.31832206,-1.191219
2005-01-02,250.53723,246.4558,247.97414,244.25977,99706.54,0.7266793,28.82401,0.54956216,-1.5188729
2005-01-03,253.2688,250.15395,251.55328,248.02856,99326.125,0.45192057,35.00461,2.9726038,0.36824322
2005-01-04,250.94193,244.70706,246.90266,242.81496,100230.01,0.04272349,42.44037,3.5231946,-2.1515577
2005-01-05,257.017,244.9276,248.66075,244.54027,99627.695,4.4703484e-05,37.636887,4.3871574,3.005799
2005-01-06,262.12677,256.95786,258.58304,254.72035,96799.09,1.9872179,17.72251,3.2639496,1.9644967
2005-01-07,262.16934,258.24542,259.89584,256.96375,98142.99,0.12025237,36.858215,1.9597645,-3.045635
2005-01-08,258.31207,253.75212,256.22122,253.62105,98955.71,0.5213227,29.08455,0.9859722,1.5271268
2005-01-09,258.2032,252.75922,256.40057,253.59064,98767.164,2.5163312,41.65019,0.4533979,-1.5147761
2005-01-10,252.27058,245.8109,248.67097,245.04408,98632.28,0.040575862,39.357872,2.9017956,1.6645398
2005-01-11,252.25996,247.76312,249.48875,245.69743,98281.38,0.18132292,30.628012,1.3073152,0.02244708
2005-01-12,250.77519,249.51588,250.287,246.83977,97767.94,1.5119612,25.989086,-3.04863,-2.9532566
2005-01-13,249.45207,246.62802,247.96973,243.42291,98482.74,0.9826534,43.577274,3.7130826,-6.0682983
2005-01-14,246.34158,240.7859,242.72705,238.20728,99328.28,0.03006123,49.08353,5.1149764,-1.547021
2005-01-15,242.48015,238.58336,240.1502,235.72325,99759.695,0.002387911,54.884327,4.0969787,-0.825259
2005-01-16,242.94397,237.35675,239.81683,235.55055,100468.21,4.4703484e-05,55.497234,2.9310198,-0.52934796
2005-01-17,250.75427,238.7,242.7658,238.59453,100344.81,0.0,43.72196,0.038144898,3.1351137
2005-01-18,256.64804,251.04709,254.51982,250.7127,97680.15,0.6913301,45.90726,-0.057632964,0.9088052
2005-01-19,254.78067,246.46983,249.6414,245.72131,99340.96,2.3992043,26.762953,-1.274634,-2.0309346
2005-01-20,253.468,250.0634,251.18431,247.71356,99461.664,1.6655289,48.660336,-3.1075795,-0.030066133
2005-01-21,254.9199,253.2531,254.17506,250.91966,99091.72,3.1520445,42.371387,-1.1703281,-1.5259567
2005-01-22,253.58499,246.62726,249.60875,246.0406,100373.63,0.0,54.952747,0.64509666,0.60489964
2005-01-23,261.2862,253.81218,257.854,254.88037,97863.94,3.0516274,15.172031,1.6794058,2.9081414
2005-01-24,261.77686,259.59583,260.46225,258.22733,98264.664,1.7114654,20.246267,-1.9016076,-0.39557132
2005-01-25,259.43686,253.82819,256.877,254.09546,98179.04,12.171032,46.567764,-4.4648404,-2.2440114
2005-01-26,253.1334,246.17297,249.50787,246.00557,99769.65,0.008314848,65.90137,-1.2769157,0.49403766
2005-01-27,258.14224,252.03517,253.63647,250.53375,98864.28,0.0035986304,62.0601,-0.34035626,3.6064837
2005-01-28,263.74567,258.269,261.1028,258.8519,98021.84,1.0704081,53.522305,1.750802,0.007214725
2005-01-29,261.3843,256.46365,258.44446,255.32408,99553.74,0.88943076,31.370584,-0.7933112,-0.12618035
2005-01-30,267.61047,260.02722,264.54688,262.49155,98242.19,0.3906153,53.48996,2.1688385,2.0587025
2005-01-31,266.5661,259.38373,263.09604,260.58444,98944.12,0.09253528,48.77042,0.26211837,1.0194227
2005-02-01,272.53528,266.9442,269.77603,268.27173,97847.69,0.0077877194,61.27953,2.3799274,2.8667688
2005-02-02,277.2555,269.92505,272.69196,270.2683,97522.25,0.69929844,54.438206,2.883516,3.26911
2005-02-03,276.24573,256.09982,262.31693,257.5605,98593.76,1.8309243,27.95308,1.7089497,-3.1905324
2005-02-04,257.38937,250.33502,253.39911,249.59782,99152.74,2.151303,68.24917,-1.5298442,-3.3226402
2005-02-05,253.76067,252.1181,252.83624,248.91298,99201.79,6.472101,27.897299,-4.311507,-3.5258925
2005-02-06,253.75214,247.61082,250.55762,245.72937,99454.336,1.0841675,87.82789,-0.9169728,-4.522463
2005-02-07,253.68552,246.38412,249.2983,244.95667,100246.375,0.0,89.53326,1.6660957,1.2427627
2005-02-08,257.303,250.14502,252.43483,247.59358,99315.32,0.0,78.495445,1.2420458,4.3542266
2005-02-09,259.19476,253.5429,255.43542,251.8407,98524.53,0.013053417,93.12651,1.1677003,2.262732
2005-02-10,270.3158,256.78918,262.55444,259.69464,97687.19,0.20511821,87.840355,2.0914075,1.9434339
2005-02-11,271.48322,267.90527,269.65002,267.08755,97491.875,0.30699557,58.041122,1.949132,0.443753
2005-02-12,269.33313,263.99945,266.4418,264.37354,97906.27,0.17676875,58.30279,-4.8328776,1.3302666
2005-02-13,271.36713,266.51788,269.11597,266.9437,96879.63,0.005967915,71.20642,-1.2121264,1.991485
2005-02-14,269.55838,262.10815,265.13504,261.83282,97505.18,1.4273785,78.69874,1.7677698,-3.8438656
2005-02-15,261.92838,253.85533,256.79456,252.59142,98333.48,0.07661432,98.64638,3.4360352,-2.2000756
2005-02-16,255.66917,248.74925,251.76811,247.16673,98865.98,0.021133572,110.30504,2.205492,-2.368758
2005-02-17,252.39725,244.14813,248.15424,243.53142,99491.4,0.002341345,113.35711,0.37938762,-1.210699
2005-02-18,253.89275,249.74504,251.11531,246.56804,99136.49,0.10201149,115.995026,1.6636006,-0.8752034
2005-02-19,255.16806,246.55672,250.62817,246.03642,99358.555,0.0,118.62017,1.1388667,0.97717
2005-02-20,258.65356,252.62273,254.51628,250.21632,98508.37,0.00885874,107.33577,1.1094801,3.008692
2005-02-21,258.42084,254.01112,256.28067,252.83722,98387.07,0.4203394,103.23753,0.013425827,-1.2287015
2005-02-22,259.4343,254.04773,255.83623,252.32655,99182.28,0.24914742,112.01987,-0.6943657,0.44245383
2005-02-23,259.41934,252.73448,255.60944,252.00285,99508.38,0.02928637,122.442245,-0.39246354,1.962664
2005-02-24,260.27682,254.01398,256.79263,253.472,98997.32,0.90005994,81.17198,-2.5240357,0.861577
2005-02-25,259.59396,251.94102,255.94568,252.24089,99283.27,0.0,122.57832,-2.2051237,0.3983775
2005-02-26,262.18085,256.36832,259.14612,255.58179,98877.21,2.9826648,60.956444,-3.1755886,2.5063055
2005-02-27,264.89465,259.3442,261.35696,259.26312,98981.87,0.8370336,101.83142,-0.76055306,-2.1699805
2005-02-28,265.48166,259.1514,261.4905,258.8105,99164.086,0.0932049,111.10204,1.3992637,-0.075386666
2005-03-01,264.44797,257.87186,261.22778,258.06937,98779.4,0.06397627,142.5143,-1.95478,1.0042428
2005-03-02,265.27234,257.23413,260.22784,256.35507,98717.75,0.0,141.19232,-1.0437919,3.7905588
2005-03-03,270.6747,262.14548,264.8107,261.60495,97873.48,0.27707034,105.760025,0.8993611,2.417825
2005-03-04,271.76276,270.1927,270.77686,268.54886,98079.56,1.18679,66.13877,1.2509396,-2.877162
2005-03-05,271.523,265.79758,269.41537,267.3564,97902.87,0.5099103,87.43997,-0.46887884,0.5141782
2005-03-06,265.41824,256.5106,259.5024,255.9784,97854.0,3.5647638,101.20576,-4.453003,-1.959609
2005-03-07,258.8883,250.9845,254.976,250.47307,98802.44,0.1407694,163.42227,-0.6265421,-2.011608
2005-03-08,260.99146,253.14406,256.13113,251.45825,98581.85,0.026669353,152.03532,0.9376182,1.0295426
2005-03-09,267.08444,256.63278,260.37796,256.75012,97987.68,4.4570436,63.660263,-0.19050813,3.7883768
2005-03-10,269.10956,264.81793,266.65225,264.01712,97624.664,3.46479,113.423676,0.971358,-4.2464604
2005-03-11,266.59674,249.02388,255.77263,249.82129,98176.79,0.080920756,173.09178,1.3525013,-5.29994
2005-03-12,260.42703,251.91147,254.8514,249.50832,97623.0,0.16959757,152.53987,3.5582933,-3.8695793
2005-03-13,260.73328,257.17874,258.83255,253.97375,98206.03,0.471035,166.18134,2.8463666,-4.756318
2005-03-14,259.5457,253.29642,255.8875,251.20575,98852.99,0.17646514,168.9735,-0.3525343,-1.0844771
2005-03-15,258.7082,250.97739,254.53546,250.46918,98878.0,0.018887222,184.33531,0.33087897,1.3402086
2005-03-16,261.09933,251.39139,255.4248,250.68217,99348.15,0.0,191.34314,-0.82643765,0.9590437
2005-03-17,264.71796,252.82419,257.99274,252.40834,99295.73,4.4703484e-05,193.09904,-2.7795446,-1.0338253
2005-03-18,264.1706,253.96312,259.0063,254.17896,99576.836,-4.4703484e-05,196.76674,-2.2518668,-1.4159011
2005-03-19,263.02713,255.01762,259.16406,254.94196,99527.414,0.0481382,180.25764,0.10230998,-1.4048753
2005-03-20,263.89877,258.1672,260.91074,257.57138,99351.85,0.75945073,189.80522,0.12837097,-1.3897738
2005-03-21,266.0209,256.28195,260.66513,256.10046,99849.945,0.0,202.8843,-2.1647046,-1.2473891
2005-03-22,267.46024,259.10617,263.26477,260.06677,99650.19,0.68456304,147.42393,-3.504258,0.47097182
2005-03-23,268.41614,265.30225,266.50882,263.98453,98757.5,1.9588583,137.31381,-0.8378144,-2.2360198
2005-03-24,267.794,259.35886,263.38748,258.62546,99089.37,0.01186505,203.34464,3.359298,-2.080003
2005-03-25,270.54364,261.63928,265.32617,260.38046,98722.79,-4.4703484e-05,216.31569,3.6179132,1.805436
2005-03-26,272.38507,263.91766,268.1492,263.82336,97918.26,0.0,204.0729,3.1957047,0.08563044
2005-03-27,272.84192,267.86,269.20084,265.51538,97504.54,2.540864,136.08511,-4.25481,0.8193817
2005-03-28,271.07773,261.8936,266.05643,263.03983,97467.65,0.068358146,156.84273,-4.534398,0.8099844
2005-03-29,274.5469,270.2894,272.2036,270.56332,96611.31,5.3308735,96.65547,-3.5448692,1.7908777
2005-03-30,277.5336,273.3339,274.4585,273.2592,96650.375,5.56428,151.90576,2.4600532,-1.2248472
2005-03-31,277.77924,271.69766,274.75153,271.0815,97943.87,0.0073555857,197.07257,3.8001757,-0.27475837
2005-04-01,277.1588,267.4435,272.94824,268.79984,98687.5,-4.4703484e-05,234.94743,1.3239503,0.63386005
2005-04-02,278.43222,275.46118,276.3148,271.33383,97145.48,1.0531415,194.494,0.6969931,4.8091083
2005-04-03,278.1494,271.3632,275.09756,270.21017,97782.51,0.0,238.71237,3.1828954,1.9414024
2005-04-04,282.35208,268.2001,274.24518,268.9472,98047.52,0.0,244.69772,-0.5248835,0.7236903
2005-04-05,279.83377,268.52902,273.8088,268.38553,98710.414,0.0,206.74216,-1.860999,-0.29313236
2005-04-06,279.5496,273.69736,276.18637,272.01297,99002.98,0.62434375,239.08765,1.2618457,1.1186728
