day,tmmx,tmmn,t2m_mean,d2m_mean,sp_mean,pr,srad,u10_mean,v10_mean
2010-01-01,275.46262,272.83997,274.33682,272.2003,101099.04,1.2366325,71.11346,0.7682485,-2.596636
2010-01-02,275.4499,271.5917,273.53766,271.48938,99785.336,8.97764,44.60239,1.2087475,-5.851704
2010-01-03,271.76282,265.5711,268.47043,265.1092,98614.38,7.361889,49.79462,8.098659,-4.698549
2010-01-04,274.07687,270.41226,272.26633,267.86542,99450.805,1.0070689,92.09175,5.7570496,-4.4994745
2010-01-05,272.91962,269.16483,270.74277,265.83658,99979.44,0.010453165,85.97075,3.518921,-1.5237533
2010-01-06,273.3713,269.76727,271.31534,265.8751,99911.37,0.050781295,97.087944,4.4060187,-2.6556985
2010-01-07,275.7782,270.29178,272.12338,266.1001,100303.31,0.046415254,101.85094,5.003349,-2.7078822
2010-01-08,274.05173,269.1273,271.09512,266.5496,100442.305,0.84329957,64.037895,2.3749518,-1.7901363
2010-01-09,269.94403,267.02356,268.48663,262.9255,100864.836,0.16605668,86.25801,3.8038445,-4.835535
2010-01-10,269.12033,262.90237,265.68655,258.43167,101759.51,0.059695914,105.28803,2.946233,-4.1451225
2010-01-11,273.5399,265.6316,268.75943,261.6874,101560.87,0.0,104.79753,4.084192,-0.6416932
2010-01-12,272.80032,270.56235,271.75943,265.45956,101200.5,0.02352707,89.72555,4.0139523,-2.5413215
2010-01-13,271.09674,264.5016,267.48178,258.8868,101500.84,0.062800944,110.98072,4.1589055,-5.034363
2010-01-14,274.96542,266.73584,271.59802,265.13297,102036.16,0.0243783,109.38812,1.3942264,-0.6513204
2010-01-15,279.761,272.62488,275.57767,271.10287,101646.914,0.0,80.790764,3.2590535,2.7614305
2010-01-16,280.39328,273.44263,276.41342,271.50226,101633.51,0.0,108.93865,4.132691,0.65714526
2010-01-17,278.40472,273.893,276.17416,272.52945,101728.84,0.6752741,70.812126,-0.3263378,-0.6072232
2010-01-18,277.48386,275.10657,276.2898,275.04514,100311.32,37.741627,28.441372,-4.7840776,-7.123514
2010-01-19,277.05334,273.7587,275.61307,273.66638,101111.74,2.6169884,32.24021,0.051458895,0.30287656
2010-01-20,276.79236,272.9089,275.09085,272.90668,100797.74,1.153836,87.52138,2.8299923,-2.0024981
2010-01-21,276.9281,271.46317,274.03842,269.00473,101632.375,0.0008940697,119.72553,3.2913005,-3.2815714
2010-01-22,277.2693,270.64935,273.48593,269.37314,101434.93,0.00077299774,85.17435,-0.3597481,-2.9310448
2010-01-23,274.35236,271.63837,273.23737,267.14908,101906.79,0.0027101487,121.50285,-1.6391603,-5.2661934
2010-01-24,277.8202,271.13837,274.11356,269.19327,102150.695,0.060803257,98.28358,1.2142407,2.2469475
2010-01-25,285.28912,276.84952,281.5258,279.60638,100680.79,21.343317,21.290388,-2.310537,8.063575
2010-01-26,285.16034,276.19193,279.57187,275.60385,99525.375,4.281125,99.92527,4.0470114,2.2555587
2010-01-27,278.22983,273.2618,275.60266,267.9678,100926.54,0.0,125.9077,3.8775456,0.29487526
2010-01-28,275.78522,271.63364,273.9063,268.78473,101382.586,0.6288793,74.20346,3.0126374,2.4860246
2010-01-29,273.6213,263.51114,266.64075,256.0322,101270.25,0.15566498,136.94044,9.711426,-2.3356736
2010-01-30,267.6005,260.05286,263.4765,254.11842,101806.9,0.013384968,109.41634,4.7696695,-3.1047707
2010-01-31,271.3358,265.41882,267.92648,258.63892,101335.03,0.080032274,135.26862,1.7299386,-3.5955763
2010-02-01,274.02505,268.26022,270.35385,259.89307,101615.75,0.0,138.65504,5.2585397,0.5163301
