day,tmmx,tmmn,t2m_mean,d2m_mean,sp_mean,pr,srad,u10_mean,v10_mean
2022-01-01,290.11255,283.3266,286.76416,283.07034,96239.72,0.210803,134.3145,3.3267367,-2.2691095
2022-01-02,289.0571,286.02335,287.23553,286.33136,96196.16,15.900612,45.325176,2.9404306,-2.234994
2022-01-03,291.25604,287.1958,288.64777,287.32965,96509.04,4.0158834,127.48412,2.8453505,-1.8040643
2022-01-04,293.88828,285.6159,288.7732,285.2505,96627.49,1.2403448,288.11432,0.6605417,1.3170099
2022-01-05,297.1903,280.41895,288.2139,282.56564,96386.96,0.0,391.2158,0.95286256,1.2170244
2022-01-06,298.4256,282.0084,289.6726,284.0084,96372.336,0.0,388.5774,1.0891728,1.2416738
2022-01-07,301.55746,283.86987,291.89438,283.95908,96439.13,-4.4703484e-05,386.44547,0.5585596,1.7225901
2022-01-08,301.77167,283.58975,291.53433,285.06668,96160.23,0.04032068,368.99017,1.6548009,0.18694174
2022-01-09,296.784,288.11087,291.31287,287.00055,96501.086,0.46519005,307.03058,0.8615551,-0.56822395
2022-01-10,301.48843,283.15454,291.95035,285.74536,96695.195,0.0011790544,381.25076,0.089494824,1.5673896
2022-01-11,304.3411,284.05508,293.35287,281.63663,96588.91,0.0,389.3912,-0.3786155,0.9642431
2022-01-12,301.42722,288.07605,293.62393,284.86008,96443.336,0.0,382.91516,1.145991,0.36053666
2022-01-13,297.01666,284.4489,290.03812,284.2815,96501.03,0.038640574,372.8574,1.6167415,0.549995
2022-01-14,298.79654,284.1008,290.98312,284.2277,96476.31,0.0,351.00427,1.582253,0.07537696
2022-01-15,294.30963,286.24872,289.50235,284.29263,96614.805,0.094573945,306.99567,1.6675186,2.3888261
2022-01-16,289.24545,280.18713,285.21048,280.14615,96634.03,1.8877108,247.19984,2.1990743,2.0365689
2022-01-17,288.6319,277.274,283.5173,276.39035,96870.414,0.9344928,363.48767,1.8583913,2.340305
2022-01-18,292.73627,274.94785,283.54697,275.65225,96783.63,0.009121373,370.10275,1.297105,2.4178843
2022-01-19,293.2298,279.55457,286.22812,279.77286,96602.27,0.28819776,372.8052,2.0924435,0.68811345
2022-01-20,293.42978,277.7145,285.78973,279.28677,96534.9,0.00564754,365.83008,2.428685,0.080504544
2022-01-21,296.33618,280.0687,287.53494,280.80487,96339.414,0.0,373.50626,1.2541159,0.2755997
2022-01-22,290.4936,282.75964,286.4008,283.05276,96302.88,7.5719123,206.99783,1.7621078,-1.1558865
2022-01-23,292.72055,278.9766,285.98376,281.6819,96713.94,0.039648265,240.17902,2.0801842,0.08470586
2022-01-24,295.22562,283.80182,288.51035,284.2591,96587.06,0.0035297126,350.60428,0.5798705,2.1845803
2022-01-25,299.31183,281.1553,289.26657,283.58517,96290.125,4.4703484e-05,364.58673,0.8629749,1.0481335
2022-01-26,301.52252,283.5325,291.66232,284.8284,96403.81,-2.2351742e-05,361.79456,0.3059049,0.9124789
2022-01-27,303.3288,287.98996,293.86664,285.96182,96389.664,-4.4703484e-05,355.26807,1.0204237,0.37255135
2022-01-28,295.24625,288.22235,291.31976,287.24597,96387.81,0.067189336,258.87146,1.3690153,-0.10404291
2022-01-29,293.86942,287.17963,289.4473,286.18918,96514.27,0.21773857,253.29674,1.3489219,0.7457497
2022-01-30,291.84595,283.42487,287.55795,283.20987,96790.24,0.43623802,225.35036,1.7076699,1.5772754
2022-01-31,294.8583,278.25513,286.49155,279.0126,96719.73,0.0,358.01285,0.5698696,2.5357778
2022-02-01,299.1113,280.75266,289.0546,282.23367,96400.31,-4.4703484e-05,348.11865,0.42682853,1.0315504
2022-02-02,299.29706,283.72388,290.7562,285.3662,96412.945,0.71258,335.79407,0.58267796,0.27154526
2022-02-03,297.93478,284.98163,290.42703,285.91342,96427.09,1.8557068,313.45663,0.93557525,1.4721184
2022-02-04,295.3566,285.03345,289.61713,285.01547,96712.9,0.12120977,258.77136,1.4977664,1.9826223
2022-02-05,298.71637,282.1632,289.0748,283.13007,96849.88,-4.4703484e-05,345.89746,0.38404265,1.9598037
2022-02-06,302.4819,284.60434,292.7159,282.816,96432.93,0.0,349.6659,-0.17171733,1.3804806
2022-02-07,301.26306,285.62753,292.14755,282.9733,96461.46,0.00052154064,346.17496,1.1346644,0.7792594
2022-02-08,298.77158,284.23108,290.3218,284.22327,96650.4,0.0,334.89563,0.88577455,1.8961807
2022-02-09,297.24957,281.6963,289.33237,280.86545,96346.12,0.0,340.62073,1.4511815,1.6390573
2022-02-10,293.1774,283.6365,287.58945,279.76266,96448.93,0.0,343.13562,0.8883278,2.695937
2022-02-11,296.36707,278.56122,287.14346,276.55002,96764.77,-4.4703484e-05,342.1777,0.15489024,2.8317192
2022-02-12,305.60257,281.1867,292.1088,279.27115,96330.26,-4.4703484e-05,340.89117,-1.6586219,1.6000985
2022-02-13,300.31003,287.10486,293.90732,282.75705,96123.49,0.00058859587,315.26422,0.9116469,-0.8159954
2022-02-14,300.00854,285.10175,291.19977,284.54034,96414.73,0.0013550743,327.77017,0.63143814,0.4385316
2022-02-15,296.66962,285.71692,290.15744,284.665,96425.19,0.0,317.90765,1.4963924,0.13378228
2022-02-16,297.96048,283.42905,288.96695,282.36993,96840.91,0.0,320.36273,-0.1678198,1.9014555
2022-02-17,297.78854,280.94113,289.17657,280.5766,96569.06,-4.4703484e-05,330.0934,1.4882244,1.460392
2022-02-18,295.6211,279.9564,286.9625,279.22183,96455.98,0.0,326.64447,1.6263713,1.5742956
