day,tmmx,tmmn,t2m_mean,d2m_mean,sp_mean,pr,srad,u10_mean,v10_mean
2021-01-01,298.22253,280.4015,288.9551,282.52567,96492.34,0.0,394.03128,1.2541242,1.4875015
2021-01-02,296.53415,279.74338,288.3522,281.339,96513.52,0.0,380.07718,1.9947306,1.3455454
2021-01-03,296.20206,283.71252,289.09192,284.40903,96700.43,0.005459413,343.84985,1.4422251,2.0228212
2021-01-04,294.8214,278.9991,286.68182,279.93393,96608.31,0.0,400.0914,1.51079,2.625785
2021-01-05,298.2443,279.83575,288.33487,282.22287,96470.68,4.4703484e-05,380.18576,0.99155116,1.4486114
2021-01-06,297.6764,281.31284,288.8674,281.94827,96605.57,-8.940697e-05,386.55627,1.7131895,1.3679638
2021-01-07,295.3406,286.54297,289.33728,283.3652,96778.25,0.41636264,342.09354,1.2691692,2.4951751
2021-01-08,296.00235,279.18988,287.17728,278.80807,96663.445,0.0,389.71945,0.4485,1.8782603
2021-01-09,292.66406,278.64432,286.10217,279.3242,96474.34,-8.940697e-05,352.63275,2.722092,0.06498168
2021-01-10,288.86758,283.25146,285.95316,282.48495,96319.59,2.3056679,168.86316,2.9933956,-1.9805021
2021-01-11,290.5721,280.88754,285.23184,279.13513,96808.82,1.2238864,330.2122,1.5160517,1.6955442
2021-01-12,292.87833,275.80423,284.66977,275.89792,96779.055,4.4703484e-05,393.21933,0.48840332,2.894192
2021-01-13,296.72894,278.9532,286.89822,279.4809,96588.04,-4.4703484e-05,374.16556,0.98470336,1.1236418
2021-01-14,293.865,279.3899,286.1117,279.77283,96465.22,0.0,332.80258,1.7788819,0.8909044
2021-01-15,291.42413,284.64267,287.8929,282.10147,96564.875,0.77204037,301.9605,2.5764668,0.89357156
2021-01-16,293.8798,279.6487,286.2788,280.56384,96823.94,8.940697e-05,380.20764,1.0133587,2.6437676
2021-01-17,296.50815,279.1419,287.7014,282.07333,96771.82,-4.4703484e-05,373.98416,1.1650598,2.2071478
2021-01-18,300.2014,281.68625,290.52893,283.6382,96421.79,0.0,377.55624,0.8526883,2.4474435
2021-01-19,302.4364,284.4769,292.30984,285.06168,96404.0,0.0,377.75348,0.8455069,1.9549788
2021-01-20,302.7082,282.71252,292.28973,284.293,96378.44,4.4703484e-05,377.9453,1.3572289,1.4526392
2021-01-21,300.4698,284.4801,291.4587,284.87186,96452.414,0.0,375.05792,1.2882643,1.7513566
2021-01-22,302.95096,283.99316,292.39532,285.31696,96336.49,0.0,372.01163,1.4658207,1.6494579
2021-01-23,301.66608,284.76294,292.19357,285.47174,96311.0,0.0012889504,366.3468,1.7307315,1.5969391
2021-01-24,298.9463,283.43515,290.69308,282.94458,96318.54,0.0,373.70544,1.366241,1.1545045
2021-01-25,295.61984,277.99066,286.96503,278.9117,96399.836,0.0,370.3053,1.2064415,1.9535125
2021-01-26,293.75415,280.24298,286.97745,280.0582,96516.03,0.0,368.04364,1.1583272,2.1954477
2021-01-27,292.1392,279.90976,286.18802,280.32684,96580.68,0.016678125,259.81543,2.072319,1.4127432
2021-01-28,292.38275,281.78632,286.41702,283.62775,96247.82,4.5053062,127.12404,1.3452301,-0.8981919
2021-01-29,291.77817,286.92938,288.5389,287.3341,95787.31,19.908361,147.87311,1.8452506,-1.5423576
2021-01-30,295.3543,284.11298,288.5141,285.56357,96201.81,5.881807,239.11546,-0.04250891,-0.078883134
2021-01-31,295.6399,283.57446,288.75034,285.58075,96389.28,9.393748,298.40103,0.5711252,0.9375811
2021-02-01,294.73752,283.4282,287.82336,284.2981,96428.69,1.404508,271.0031,0.3000748,1.4603834
2021-02-02,300.07437,282.31128,290.0615,284.03177,96435.875,0.002304092,340.1779,-0.77646303,1.3643693
2021-02-03,303.4262,286.5491,294.0175,284.75064,96506.72,4.4703484e-05,349.60837,-0.6048563,0.8704607
2021-02-04,307.88278,284.673,295.4822,284.91046,96266.56,4.4703484e-05,348.3428,-0.9433555,0.042712208
2021-02-05,300.65338,288.51816,294.5939,287.15338,96154.57,0.00045914203,339.24945,1.1029998,-0.48693502
2021-02-06,297.50565,287.47522,291.1442,286.87573,96282.69,0.010818243,278.83835,1.0320565,0.2668995
2021-02-07,296.96042,287.9043,291.2535,286.733,96346.01,0.08291006,198.37553,0.6564513,0.027451443
2021-02-08,298.95517,286.6906,291.14487,286.92926,96452.4,0.008484349,288.93643,0.51689976,0.8468783
2021-02-09,302.55383,287.08362,293.1528,286.84818,96387.96,0.0,334.0918,-0.038669553,1.5564413
2021-02-10,304.7624,288.32227,295.40164,287.2803,96041.99,0.0,329.96985,1.118891,-0.18741637
2021-02-11,296.04456,287.30466,291.0599,287.2576,96297.4,0.15392713,288.90265,0.81531644,1.1791278
2021-02-12,297.72986,285.44727,290.43552,285.76175,96380.88,0.0036209822,320.9775,0.43782017,1.3798133
2021-02-13,295.19238,283.67767,288.98148,283.95602,96424.6,0.126753,297.11566,1.1050912,1.3668556
2021-02-14,295.78998,280.63022,287.65488,281.1405,96422.836,0.0010095537,325.84265,0.5327218,1.7533425
2021-02-15,296.94498,280.8159,288.34695,281.86212,96461.38,0.074245036,316.32834,0.69645685,0.79223233
2021-02-16,293.19077,283.05817,287.40463,281.5892,96557.875,0.057514757,283.5429,1.0220934,0.64699197
2021-02-17,292.77252,283.38605,287.10083,282.07275,96620.85,0.050550327,201.9571,1.0520426,0.5313524
2021-02-18,287.9695,279.87488,284.35922,282.00345,96610.74,9.125372,70.10469,1.4074637,-0.9054683
2021-02-19,291.77225,276.39597,283.20712,277.0634,97009.59,0.0012256205,328.04462,-0.26098403,2.4008172
2021-02-20,294.6177,278.4624,285.12152,278.73126,96704.445,8.940697e-05,318.10776,-0.116275065,1.7323861
2021-02-21,293.03375,277.81393,285.35843,280.50873,96652.02,-4.4703484e-05,311.30096,1.6674367,1.1519413
2021-02-22,293.31732,282.35718,286.7434,281.33786,96795.055,0.06968528,292.16956,0.7044086,1.8503455
2021-02-23,295.5505,279.747,286.3206,280.29245,96779.305,-4.4703484e-05,312.19504,0.10364059,2.3858492
2021-02-24,304.468,282.71143,291.64178,283.40964,96205.664,-4.4703484e-05,308.0496,-0.24073072,1.6573609
2021-02-25,299.43347,284.67743,292.06723,284.64792,96080.37,0.0,308.70386,1.1410323,0.40959907
2021-02-26,296.40564,283.9851,288.51456,284.75204,96343.13,0.036600977,282.16425,0.99313587,1.1304175
2021-02-27,295.63705,281.4662,287.6033,283.1224,96469.13,0.0,296.834,1.2360985,1.4359193
2021-02-28,297.20786,281.805,288.31006,282.60043,96497.914,-4.4703484e-05,296.46954,1.0387363,1.8238497
2021-03-01,299.83383,284.00873,290.83838,285.5944,96194.34,0.0010468066,290.11972,1.2947029,1.7558366
