day,tmmx,tmmn,t2m_mean,d2m_mean,sp_mean,pr,srad,u10_mean,v10_mean
2012-01-01,308.34827,293.28537,300.5426,285.98642,95509.086,0.08649379,355.6858,-1.2016191,2.8921235
2012-01-02,310.18668,292.86353,302.00198,284.7938,95628.63,0.023614615,338.90186,-2.6583326,3.0617454
2012-01-03,306.95932,290.76334,298.5591,286.17346,96151.19,0.4926771,311.52386,-7.7856364,0.6336873
2012-01-04,306.3894,292.53995,297.98422,289.54987,95966.54,14.630108,311.44916,-5.613625,-3.809023
2012-01-05,307.19562,291.88458,298.4085,291.03647,95486.49,0.7909965,272.9437,0.91055983,-3.9449651
2012-01-06,301.45975,288.58347,295.06332,285.25726,95598.445,0.001065433,329.2618,4.448169,3.4606574
2012-01-07,301.0472,288.08002,294.80176,279.619,95977.81,0.0,377.94824,0.08970916,4.8520756
2012-01-08,302.14105,289.77457,296.13004,279.89005,96173.56,0.0,376.27676,-4.08327,2.4030972
2012-01-09,303.63983,292.34213,297.99768,280.2157,96254.63,-4.4703484e-05,361.80954,-5.9101124,0.3695996
2012-01-10,304.97998,293.1865,299.01697,278.32925,96240.68,0.0,372.5022,-7.1228633,-0.46365145
2012-01-11,302.28125,291.75592,296.0568,286.28204,96203.555,0.0803899,283.33603,-6.0891914,-1.8984095
2012-01-12,301.98367,291.8704,296.34186,289.69653,96143.5,0.2528429,242.40688,-6.6361523,-0.7415162
2012-01-13,298.0306,291.34045,294.4182,290.6293,96026.97,8.176682,92.576485,-6.3184924,-2.5530813
2012-01-14,295.4489,291.27142,293.0053,291.1912,95822.555,3.3984697,131.50583,-4.9827175,-2.2278497
2012-01-15,302.83115,293.748,297.8076,292.1627,95474.875,0.47387928,184.10231,-0.532654,-1.4502786
2012-01-16,306.7869,290.29413,298.4924,287.91443,95595.69,0.15222095,307.70837,-1.4465928,3.2977133
2012-01-17,306.13306,293.25937,299.20032,283.71298,95999.47,-4.4703484e-05,332.81128,-5.670393,-0.16262513
2012-01-18,307.5651,295.32272,301.08777,287.35306,95996.79,2.6310813,292.75232,-3.3058918,-2.0340416
2012-01-19,301.27182,292.84415,296.7623,290.19034,95922.68,10.947734,246.15695,-4.6697965,-1.9050283
2012-01-20,305.70813,295.1322,300.2464,290.81696,95716.6,0.0054091215,333.84097,-2.7465284,-1.4827882
2012-01-21,309.34637,298.25888,303.26254,289.2165,95511.625,0.028479844,319.7889,-0.844583,-0.014018096
2012-01-22,312.0637,297.05072,303.54132,290.93326,95684.69,1.5985482,306.93796,0.32022187,-0.31227395
2012-01-23,311.55142,297.2004,303.3522,289.68845,95759.38,0.7427223,300.28027,-4.60154,2.3656082
2012-01-24,308.70746,294.9484,302.2971,286.18964,95872.445,0.004639849,310.50684,-7.058719,0.33650604
2012-01-25,309.0055,297.3623,303.2669,284.8983,95703.09,-4.4703484e-05,358.6749,-6.5355573,0.1915713
2012-01-26,309.82233,298.8423,304.07806,285.07248,95577.62,0.0776425,235.91245,-5.202867,-1.3771386
2012-01-27,310.73303,297.5653,304.72974,280.9617,95265.4,0.0,309.91336,-4.435487,-1.6925312
2012-01-28,312.95822,298.0479,306.63852,280.83084,94923.47,0.0,329.26614,-1.6165706,1.1325995
2012-01-29,309.45493,290.3847,300.32523,282.94327,95396.35,0.61274225,318.3044,-5.37464,6.1694107
2012-01-30,299.7127,290.02362,295.10913,279.76743,95924.9,0.42392874,244.12,-7.5066752,-0.19616526
2012-01-31,306.37445,294.87018,300.22165,280.85782,95960.375,0.0,348.85477,-6.038531,-2.304215
2012-02-01,310.6799,298.44644,304.17026,281.5621,95598.625,0.0,340.49338,-4.290952,-3.9024603
2012-02-02,311.00824,298.91217,304.78467,287.90244,95020.27,0.024769455,259.5159,-0.06271494,-3.0243757
2012-02-03,302.95453,289.46347,296.10324,290.92438,95090.25,1.1635274,188.2993,2.1901014,2.5728922
2012-02-04,299.18402,284.81113,291.97635,280.14117,96077.26,0.011965632,320.3292,-2.4333622,6.4636846
2012-02-05,299.93927,287.11572,293.3926,276.9857,96348.74,0.0,359.5483,-4.868054,2.075733
2012-02-06,303.0921,291.51813,296.9604,276.07422,96092.44,0.0,356.48007,-4.452803,-1.9128815
2012-02-07,306.9319,294.71143,300.6368,274.7273,95930.99,0.0,351.57205,-4.3484282,-2.336452
2012-02-08,308.67276,293.79272,300.5538,278.45108,96141.49,0.0,247.0118,-4.982619,-1.8303041
2012-02-09,309.13742,295.55106,302.67587,279.7351,96171.78,4.4703484e-05,300.651,-4.2259574,-2.0912728
2012-02-10,309.56824,294.91058,301.93167,281.64893,96142.445,0.00047683716,292.40857,-5.3929315,-3.2466052
2012-02-11,313.29868,292.04974,303.56265,282.57095,95825.07,4.4703484e-05,307.17975,3.304737,-1.1091907
2012-02-12,304.53552,293.63275,298.86362,285.49796,96056.68,0.0,303.9342,1.5347277,2.4172363
2012-02-13,307.33493,295.98337,301.7179,283.93475,96083.445,0.0,304.9189,-1.082068,2.030941
2012-02-14,309.99152,297.65497,303.6186,283.47363,95932.96,0.0,310.42844,-3.5408785,0.2658672
2012-02-15,312.4449,301.28934,306.24402,282.5195,95616.77,0.00062957406,303.9615,-3.6590204,-2.6922047
2012-02-16,314.4866,295.9573,305.05392,283.64032,95537.27,4.4703484e-05,280.55728,2.108338,0.14506456
2012-02-17,313.1636,295.16345,303.83655,284.36273,95741.72,0.12354739,295.46927,1.0852047,3.1127021
2012-02-18,306.76785,295.25677,300.77603,286.1274,96034.18,-4.4703484e-05,245.8929,-4.1257687,4.1979403
2012-02-19,305.65265,295.35538,300.2786,287.49454,96207.53,0.000808388,285.2031,-5.46804,0.3182595
2012-02-20,310.13843,292.7649,299.58548,289.71854,96171.16,6.907895,277.5846,-3.5816786,-0.9698283
2012-02-21,307.07916,295.25552,300.8368,288.37405,95918.85,0.0005029142,284.05914,-3.6588297,-2.5956614
2012-02-22,310.79718,298.33368,304.23138,279.6104,95720.13,0.0,311.9222,-3.1656027,-3.722147
2012-02-23,314.64273,293.3953,304.6113,282.3108,95434.19,0.00921078,283.74835,1.8232569,-0.32698497
2012-02-24,306.81006,293.55487,299.7896,281.56247,95479.74,4.4703484e-05,307.4219,0.63825995,4.0580516
2012-02-25,307.81348,290.89926,298.99417,281.26205,95468.38,0.0,302.4881,1.9688088,4.8042808
2012-02-26,304.02512,291.6848,297.14413,280.09183,95713.24,0.0,309.4076,-2.3179786,4.867836
2012-02-27,304.90326,293.20245,298.3387,286.07077,95730.305,0.43382776,285.29312,-5.9353585,0.6949621
2012-02-28,300.19363,290.1946,294.47958,285.9583,95969.02,0.94838625,196.37653,-7.091053,0.7405725
2012-02-29,301.51514,287.67297,294.42493,281.82907,96326.77,4.4703484e-05,277.7317,-6.9927673,2.1581538
2012-03-01,298.94504,286.7268,292.88165,280.2059,96272.53,0.0,302.53195,-5.9760475,0.097104214
2012-03-02,300.19904,287.38602,293.80273,276.0621,96018.94,4.4703484e-05,317.1629,-3.850522,0.29605886
2012-03-03,301.6881,289.3079,295.4222,275.3007,96018.22,0.0,275.85696,-3.4825964,-2.5485513
2012-03-04,305.85254,292.2439,299.06372,275.7452,96149.98,-4.4703484e-05,312.11346,-3.4133813,-2.8784006
2012-03-05,307.53067,293.44937,300.45456,273.3068,96304.914,-4.4703484e-05,309.43768,-5.1427436,-2.194681
