day,tmmx,tmmn,t2m_mean,d2m_mean,sp_mean,pr,srad,u10_mean,v10_mean
2019-01-01,292.65637,290.2614,291.35104,289.40207,99098.24,1.2024064,349.77417,1.2552793,-5.735977
2019-01-02,292.48343,290.3112,291.49933,289.9414,98910.07,2.0143464,342.38254,3.7113755,-6.715937
2019-01-03,292.33322,289.53772,291.12048,287.96323,98957.69,0.07251836,339.17838,2.433,-3.1797793
2019-01-04,292.96994,289.32385,290.856,286.93893,99628.79,0.0,371.73083,-0.047527805,-1.3900009
2019-01-05,292.15298,290.0709,290.86957,288.48517,99410.81,1.8974301,362.0258,3.600373,-7.884191
2019-01-06,292.16306,290.20273,291.2,289.84525,99339.81,4.2106843,278.19226,4.3873725,-5.1029596
2019-01-07,291.5532,288.51248,290.08932,287.83234,99615.29,0.88784844,298.62622,-0.16890246,-4.5458355
2019-01-08,293.63303,288.56604,290.69836,288.12787,99892.37,0.015800819,369.11652,-0.42023492,-0.2673855
2019-01-09,292.8301,290.22415,291.37762,289.4185,99638.53,5.3005257,296.1367,3.8319006,-6.458079
2019-01-10,292.83493,290.86752,291.67755,290.2502,99570.055,7.3740296,298.61444,5.3175645,-6.262875
2019-01-11,292.85413,288.9466,291.14127,287.71805,100076.664,1.2193415,290.61966,-0.7292244,-0.2638491
2019-01-12,293.28116,289.38907,291.35803,287.11658,100082.06,1.5420244,266.15945,-1.3283545,-2.1052866
2019-01-13,291.86395,288.06296,289.77295,287.4825,98856.53,11.897109,251.6391,2.8730757,-3.9192388
2019-01-14,289.14615,287.9981,288.5065,286.1058,98984.586,3.8073995,200.78506,-1.0495778,9.533486
2019-01-15,288.6887,286.49765,287.77542,284.6887,99301.84,0.26012585,162.93579,-2.6076274,8.892568
2019-01-16,291.64462,287.39453,289.39072,287.1942,99032.21,0.03473647,259.5176,-1.3251,0.6666989
2019-01-17,292.39468,289.09036,290.74292,288.35883,98854.59,0.0911206,321.94913,-0.8678852,-3.6401489
2019-01-18,292.9673,289.7493,291.1254,289.5573,99247.49,0.674136,273.90842,0.7755561,-2.2305868
2019-01-19,291.68317,289.85788,291.0871,287.91934,98637.62,8.719642,331.93716,6.3173203,-7.5162797
2019-01-20,291.53146,289.6877,290.42206,286.0141,98642.0,0.0034458935,338.82614,7.7559323,-5.595924
2019-01-21,291.39807,288.09464,289.96326,285.45993,98757.54,0.0013709068,336.98608,4.9367123,-2.236933
2019-01-22,292.32562,290.11707,290.81403,287.81882,98995.57,0.11745095,349.7302,3.2711766,-5.6790485
2019-01-23,292.00897,285.67102,289.30185,285.78058,98743.44,9.552508,287.2231,2.4620953,-1.3358599
