RMSE,MAE,MAPE,R2,Pearson_r,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.8199362570530052,0.5552461236005738,68.31776447879503,-0.19549318046989028,0.0583722027433797,g060_shrubs_be,zero_shot,2018,2006,12,504,42,0.02
