site,learning_rate,lora_rank,lora_alpha,best_step,best_eval_loss,steps_run,elapsed_sec
evergreen,0.0001,16,32,400,0.6113278865814209,700,79.8
evergreen,0.0001,8,16,100,0.6391591429710388,400,46.3
evergreen,1e-05,4,8,100,0.6598894596099854,400,47.2
evergreen,1e-05,8,16,100,0.6602144241333008,400,46.3
evergreen,1e-05,16,32,100,0.6622410416603088,400,46.7
evergreen,0.0001,4,8,100,0.6698500514030457,400,47.3
