RMSE,MAE,MAPE,R2,Pearson_r,ACC,site,mode,test_year,window_start,window_years,n_context,n_test,elapsed_sec
0.1929185996088425,0.1284708937873011,16.392114874808662,0.9399157411398136,0.979029218821448,0.9339501048897124,mixed_forest_grass,zero_shot,2012,2000,12,543,46,0.0
0.5452948044745165,0.3387819178726362,28.189404760161143,0.7737571669018739,0.8822047201201051,-0.9001098269426254,mixed_forest_grass,zero_shot,2013,2001,12,549,46,0.0
0.4699734211430644,0.2499340775868167,27.462892962634463,0.8768044766830723,0.9598892774578708,-0.3905502867710086,mixed_forest_grass,zero_shot,2014,2002,12,551,46,0.0
0.2279708725420174,0.1614236718286638,21.024614048430102,0.9483937986723876,0.9942373970566032,-0.3843942868741676,mixed_forest_grass,zero_shot,2015,2003,12,552,46,0.0
0.1746469209803248,0.1114760738280084,13.229242995938554,0.9761046424035216,0.9917665506820482,0.2907040655070855,mixed_forest_grass,zero_shot,2016,2004,12,552,45,0.0
0.1389910193544381,0.1089135180024997,15.663998916496002,0.9827139640199316,0.9916146987242704,0.4110112586365764,mixed_forest_grass,zero_shot,2017,2005,12,551,46,0.0
0.2345387103102094,0.1454920046355413,17.863863527547213,0.9643269899765544,0.9861046387170838,0.7495538394153743,mixed_forest_grass,zero_shot,2018,2006,12,551,46,0.0
0.4167942365068083,0.2686353929988715,28.06684505961376,0.8777081467665734,0.937407894634408,-0.3948760907555203,mixed_forest_grass,zero_shot,2019,2007,12,551,46,0.0
0.1832873010189152,0.1217193367040675,15.573903132546112,0.9757053383026524,0.989501064031331,0.7384243750918456,mixed_forest_grass,zero_shot,2020,2008,12,551,46,0.0
0.2839309837849438,0.1791913656760817,29.22969177984837,0.931498579405938,0.9726240078828654,-0.3030696910750285,mixed_forest_grass,zero_shot,2021,2009,12,551,46,0.0
0.3170140416817906,0.1669245051013098,23.608326863245534,0.9367929153034992,0.9750690702274564,-0.4353608434278561,mixed_forest_grass,zero_shot,2022,2010,12,551,45,0.0
