site,method,learning_rate,best_step,best_eval_loss,steps_run,elapsed_sec,n_trainable,n_total,peak_mem_mb
evergreen,ln_tuning,0.1,100,0.6186124086380005,400,30.7,28416,119506080,2927.0
evergreen,ln_tuning,0.001,600,0.6203277111053467,900,68.2,28416,119506080,2915.3
evergreen,ln_tuning,0.0001,100,0.6562215089797974,400,30.0,28416,119506080,2432.1
evergreen,ln_tuning,0.01,300,0.688416063785553,600,45.6,28416,119506080,2935.3
