,tmmx,tmmn,pr,srad,vpd,sph,vs
2021-11-03,297.66168,284.91138,0.0,177.60889,0.42757893,0.009691829,1.9674201
2021-11-04,295.29047,286.67163,0.0047683716,137.80148,0.3687743,0.009611653,2.728326
2021-11-05,290.23785,281.97968,21.826267,32.77185,0.22742665,0.007197565,4.2271004
2021-11-06,282.84558,280.18436,48.973083,41.68519,0.0625056,0.0063426313,5.426251
2021-11-07,293.0664,280.85883,2.6435852,154.24075,0.31269515,0.006725919,3.9047506
2021-11-08,295.11374,278.6009,0.0,195.17036,0.54959726,0.0059283096,2.5168273
2021-11-09,296.9228,279.22052,0.0,191.4763,0.5654655,0.00608869,1.9912367
2021-11-10,297.50964,281.12665,0.0,162.0711,0.44925737,0.008047938,1.5305719
2021-11-11,298.89197,289.19556,1.4109612,121.166664,0.36402094,0.011714492,2.0350692
2021-11-12,297.18164,291.57825,0.42438507,146.88742,0.39394903,0.01225233,0.7667876
2021-11-13,295.80948,286.25568,0.0047683716,130.54518,0.38820446,0.009538669,1.2677226
2021-11-14,290.85446,278.95398,0.0,186.14223,0.5447077,0.0053495867,2.3900266
2021-11-15,294.41135,278.50027,0.0,180.29185,0.5803838,0.0050282567,2.035515
2021-11-16,296.0371,278.37973,0.0,178.39703,0.6050846,0.0055351746,0.50291604
2021-11-17,299.40524,280.77835,0.0,154.87186,0.4316076,0.008129982,2.0310082
2021-11-18,298.95834,286.48016,0.44298172,101.564445,0.31062555,0.0113965,1.7820547
2021-11-19,296.14935,288.97272,0.23651123,158.17036,0.44579816,0.010665723,2.5843344
2021-11-20,294.8518,283.17645,0.002861023,116.22148,0.49093032,0.007262462,3.9599695
2021-11-21,296.6013,286.0631,0.0,139.35185,0.35582328,0.009500314,2.8537722
2021-11-22,294.04498,286.50507,0.0,110.32149,0.27309215,0.010168806,1.3050044
2021-11-23,289.96136,279.18698,0.0,177.24222,0.68189216,0.004317146,3.3695097
2021-11-24,291.76248,274.9752,0.0,160.45853,0.46874118,0.0040277275,2.8435833
2021-11-25,295.52094,280.34955,0.0,141.00815,0.42614472,0.006768693,1.3747134
2021-11-26,292.04028,282.50287,0.09202957,71.204445,0.36270535,0.0075848447,2.323832
2021-11-27,290.74634,275.4963,0.0,167.82297,0.5942579,0.0036066005,1.9436219
2021-11-28,290.08054,277.4167,0.03528595,72.78297,0.4679135,0.0047987583,1.472852
2021-11-29,291.41565,280.36102,0.4477501,168.5326,0.5871069,0.005116271,2.2809727
2021-11-30,292.23044,274.49747,0.0,165.69925,0.46155006,0.0043769074,1.3280911
2021-12-01,296.07278,276.63507,0.0,159.3363,0.4865173,0.0057877656,0.19295417
2021-12-02,296.22357,278.81146,0.0,161.84,0.4554751,0.006887564,1.887389
2021-12-03,297.28342,281.83783,0.0,155.01482,0.4027562,0.008095199,2.0284755
2021-12-04,295.9582,282.4852,0.0009536743,134.09038,0.3239087,0.008686824,1.9201736
2021-12-05,295.82037,282.89124,0.052928925,125.68296,0.29237616,0.008909929,1.1652192
2021-12-06,298.1348,284.11145,0.0,99.75704,0.3245437,0.009476711,1.1943617
2021-12-07,295.06323,289.7071,0.4606247,43.18667,0.21616709,0.012085517,1.4931973
2021-12-08,296.24542,290.11804,2.383232,66.88,0.20708275,0.012745595,2.7419715
2021-12-09,293.63025,285.51672,0.12779236,56.332592,0.16919625,0.009834796,1.4543291
2021-12-10,299.54745,286.2257,0.017166138,129.66074,0.3184203,0.010634266,0.7183371
2021-12-11,301.06586,289.72836,0.14925003,127.936295,0.43951988,0.012876285,2.545655
2021-12-12,294.966,289.51398,0.50878525,69.08074,0.41470528,0.011625606,1.0211837
2021-12-13,292.58728,284.85022,0.0166893,54.996296,0.3245257,0.00852235,2.0112
2021-12-14,293.87195,287.89066,0.102996826,55.857777,0.38543057,0.0093791885,2.1507404
2021-12-15,298.05026,287.21796,0.01335144,122.68593,0.4416015,0.010105096,2.8005555
2021-12-16,299.14383,290.36185,4.6243668,118.94,0.36678362,0.012368138,1.781498
2021-12-17,299.64783,289.60178,0.39720535,131.02518,0.3657825,0.012779219,1.1961349
2021-12-18,300.90552,288.70212,0.0,130.47333,0.48338795,0.012016254,2.2999856
2021-12-19,297.99097,292.07336,3.2701492,50.097034,0.24120593,0.014243492,2.349241
2021-12-20,293.40567,283.66257,0.2937317,46.855556,0.19661403,0.008659393,3.2671578
2021-12-21,286.19897,281.38483,19.50407,25.546667,0.066529274,0.0073101586,2.8531175
2021-12-22,289.97086,279.1051,0.061035156,153.99556,0.2841162,0.005752043,3.2616198
2021-12-23,292.19104,275.78625,0.0,156.87852,0.41223902,0.0050300146,1.681891
2021-12-24,295.8136,276.89404,0.0,152.81186,0.38269114,0.006244961,1.0577837
2021-12-25,297.1136,280.81384,0.0,148.6963,0.42655778,0.007618995,2.619313
2021-12-26,298.89996,285.9472,0.08535385,119.46741,0.41290236,0.010124277,3.01341
2021-12-27,297.1863,287.09283,0.00667572,104.513336,0.30857408,0.0106416475,2.377126
2021-12-28,299.63962,287.40823,0.01859665,143.01038,0.46838534,0.010947695,2.5032418
2021-12-29,300.0454,289.25235,0.0052452087,101.34296,0.5597333,0.011378399,3.1130655
2021-12-30,301.0733,291.38712,0.18024445,94.04296,0.4709654,0.013630873,3.5038013
2021-12-31,300.4447,294.534,0.8096695,87.36,0.38498068,0.015086201,3.2874534
2022-01-01,301.12115,291.8426,0.11253357,135.44592,0.5569465,0.013173019,3.3019726
2022-01-02,301.2211,292.5982,0.21219254,120.46371,0.6430023,0.0133536905,4.5451
2022-01-03,296.8103,282.59818,3.3607483,161.49556,0.55116487,0.007318516,3.6502504
2022-01-04,291.4212,277.06656,0.0,101.64815,0.3160897,0.0054749595,2.4884782
2022-01-05,290.31305,283.60333,0.111579895,59.460743,0.23045528,0.008305484,1.2784265
2022-01-06,293.76947,278.6662,0.0,159.53111,0.43540096,0.0060864086,1.2864618
2022-01-07,289.9925,283.61896,0.8249283,164.65778,0.66709477,0.0061051785,1.6675168
2022-01-08,295.49432,277.14343,0.0,149.09555,0.5322748,0.004883256,2.813069
2022-01-09,299.9063,284.6506,0.0,155.07185,0.46725285,0.009272966,1.816336
2022-01-10,293.87756,287.23672,3.3044815,49.418518,0.26390016,0.010595268,2.0994298
2022-01-11,288.76572,276.2771,0.0,166.89925,0.45028,0.004479872,2.7525902
2022-01-12,292.803,279.0808,0.029087067,134.09111,0.41259384,0.005594601,3.0897872
2022-01-13,291.9638,280.57,0.36621094,134.94592,0.36833405,0.0070338706,0.8959437
2022-01-14,290.95984,279.9035,0.0,172.7237,0.63972986,0.004627636,2.7581582
2022-01-15,292.75928,275.783,0.0,161.32593,0.49329048,0.0046866946,1.0133898
2022-01-16,288.43118,283.721,27.731419,97.00741,0.4169439,0.0069487067,2.8928678
2022-01-17,286.8454,278.95892,0.0,174.05258,0.45843273,0.004344284,4.9733725
2022-01-18,288.78964,273.05707,0.0,177.44,0.4016217,0.0035963126,2.119706
2022-01-19,293.16302,272.70538,0.0,176.85185,0.41032094,0.0044886204,1.448513
2022-01-20,296.18286,279.14886,1.4128685,150.12074,0.40820193,0.0072551956,1.409354
2022-01-21,290.7521,281.56866,8.673191,20.345184,0.06578565,0.008829236,2.1998327
2022-01-22,280.99176,275.5011,4.6014786,42.0237,0.04289514,0.004710092,3.0935714
2022-01-23,285.17682,274.72864,0.04863739,184.2037,0.24220502,0.0039481916,1.5691645
2022-01-24,289.15604,272.08905,0.0,181.95926,0.39976275,0.0033988135,2.1074886
2022-01-25,287.5015,279.78665,1.101017,56.19852,0.3861531,0.0051840814,1.0692768
2022-01-26,289.33826,282.48145,2.3283958,47.56222,0.26856077,0.0068131266,1.5752252
2022-01-27,287.81018,281.20752,0.0,114.96222,0.3580122,0.0059462907,3.4749422
2022-01-28,287.0784,279.6923,0.058174133,75.83111,0.47556537,0.0043646153,1.7301961
2022-01-29,283.48178,275.0915,0.0,193.89925,0.5337323,0.002454117,5.0271482
2022-01-30,287.52972,268.27286,0.0,196.8511,0.4753528,0.001876817,2.0805242
2022-01-31,293.8447,276.94537,0.0,190.99556,0.52998096,0.00456657,2.999789
2022-02-01,294.46527,275.2276,0.0,190.66,0.5003137,0.005041633,0.6596513
2022-02-02,298.10336,282.04575,0.0,161.63258,0.5254457,0.0074266703,2.7013133
2022-02-03,300.42108,286.34924,0.0,173.04741,0.65227365,0.009533608,3.5553586
2022-02-04,299.61795,290.15118,3.1313896,129.0763,0.58219886,0.011855777,3.4572248
2022-02-05,293.43842,281.0436,4.076004,144.8437,0.36265743,0.00670676,2.7476213
2022-02-06,284.48987,280.40442,2.6988983,25.137777,0.16848445,0.0057433653,3.3296573
2022-02-07,282.93863,278.63617,0.28181076,75.343704,0.0651598,0.0057946336,2.2115035
2022-02-08,285.06525,280.64618,14.678478,69.04963,0.09685063,0.006411098,1.2868707
2022-02-09,290.1242,275.3311,0.0,211.28075,0.3928718,0.0045865886,2.1467128
2022-02-10,293.78455,274.2109,0.0,211.51482,0.54400855,0.004136326,1.3948711
2022-02-11,294.93747,276.5324,0.0,200.15926,0.57717764,0.0049314913,0.9712912
2022-02-12,295.5607,280.85434,2.111435,130.30815,0.44805348,0.0069010374,0.38167843
2022-02-13,292.54575,286.0874,3.9720535,152.16147,0.35654354,0.0084151,1.9847273
2022-02-14,289.45154,274.39902,0.0,221.80592,0.73641837,0.0025954202,3.1081207
2022-02-15,291.85394,274.46494,0.0,179.22,0.49392217,0.004030047,2.067788
2022-02-16,296.36243,281.88843,0.1449585,154.5363,0.46133637,0.0075730076,3.0920913
2022-02-17,301.67566,286.2411,0.101566315,184.72223,0.48829567,0.010655881,3.2272556
2022-02-18,296.3988,292.37842,3.00169,52.41259,0.31372118,0.013670646,3.6015353
2022-02-19,293.3724,281.8894,0.0,225.86075,0.84506345,0.004950929,2.8279998
2022-02-20,295.1535,275.70718,0.0,223.67036,0.6313183,0.0044454644,2.0869143
2022-02-21,298.83502,282.18512,0.0,169.66963,0.556978,0.00789214,2.3707945
2022-02-22,301.19806,286.04172,0.0,215.92223,0.7288872,0.009675479,2.565119
2022-02-23,300.9683,288.4751,0.04720688,157.84666,0.57845867,0.011546629,1.7338705
2022-02-24,301.68848,286.56665,0.0047683716,175.12964,0.60013986,0.011409605,1.1708258
2022-02-25,302.83038,288.90436,0.00047683716,198.3689,0.74360514,0.011837546,1.7585663
2022-02-26,301.27374,287.5234,0.0009536743,203.49702,0.708706,0.010521616,1.3608809
2022-02-27,300.57068,288.6361,0.15258789,177.62889,0.63773715,0.0109180445,0.86261135
2022-02-28,296.4375,285.8717,2.9001236,69.3,0.38883996,0.009349713,2.0318544
2022-03-01,296.94214,282.5617,0.002861023,228.32741,0.6980032,0.0058580437,2.6657448
2022-03-02,298.97723,278.41693,0.0,249.52814,0.9250165,0.00478211,1.6501036
2022-03-03,300.6164,277.29077,0.0,241.54964,0.9883174,0.004988598,1.5252599
2022-03-04,301.76154,279.01025,0.0,249.95334,1.1410338,0.00510878,0.5286204
2022-03-05,300.7396,285.68158,0.0052452087,214.89555,0.58763456,0.010004088,2.6177855
2022-03-06,302.46866,286.92023,0.0,220.73853,0.82756007,0.010345567,3.1174753
2022-03-07,302.21112,289.40344,0.054359436,190.97186,0.8437283,0.011522265,2.898294
2022-03-08,300.24857,291.58337,3.5829544,133.82,0.4753728,0.013472697,1.8059435
2022-03-09,299.5691,292.51172,1.502037,109.202225,0.3277185,0.014411851,3.0000021
2022-03-10,295.22156,290.5475,42.099953,76.163704,0.117815256,0.012766706,1.0387614
2022-03-11,293.03632,290.2974,24.199486,29.077038,0.103001595,0.012497876,1.3635782
2022-03-12,294.84503,282.56897,24.242401,227.05779,0.52840054,0.009046443,3.8865123
2022-03-13,287.24832,271.92017,0.0,273.49335,0.5598493,0.0022807077,2.4060442
2022-03-14,294.4874,277.09723,0.062465668,180.08075,0.40216392,0.005703166,2.9557557
2022-03-15,294.92816,285.65723,10.453224,119.22148,0.32693362,0.009336691,3.1248612
2022-03-16,299.67346,289.98224,23.099422,197.45334,0.5185839,0.0116909165,2.3107216
2022-03-17,299.52826,286.40167,0.0,263.67334,0.73251367,0.009487814,2.433544
2022-03-18,301.52536,283.1979,1.0790825,235.4289,0.5494199,0.009940681,1.2784811
2022-03-19,301.5766,289.3351,0.8711815,187.30888,0.5830536,0.012212871,2.723187
2022-03-20,297.0777,284.35294,17.906189,285.7963,0.832778,0.0075294073,2.6233191
2022-03-21,297.8475,278.9317,0.0,280.42444,0.737357,0.0062043425,1.6422665
2022-03-22,299.7345,285.50388,0.0,246.51259,0.7292391,0.0087749595,3.0461311
2022-03-23,299.43427,292.68463,9.313583,99.90074,0.51130843,0.013061019,3.7335064
2022-03-24,294.8945,288.839,25.987625,62.36,0.09897065,0.012547853,1.996353
2022-03-25,296.46844,283.45886,2.1100044,259.32443,0.5999328,0.008122008,3.190642
2022-03-26,296.85474,282.38016,0.0,285.4074,0.93215317,0.0056684245,3.5850925
2022-03-27,297.78192,281.8092,0.0,288.09113,1.1545281,0.0046572704,3.5951414
2022-03-28,300.58502,283.69073,0.002861023,277.52148,0.8809439,0.007726103,2.4035084
2022-03-29,300.29245,285.68958,0.0,283.86075,0.6870985,0.009982603,0.46505898
2022-03-30,302.7768,288.886,0.0,253.14297,0.80934656,0.010741721,3.2530327
2022-03-31,299.2806,293.26895,4.401207,152.43333,0.64283514,0.013042854,5.4771504
2022-04-01,299.90985,290.17853,0.4606247,291.65112,0.7794305,0.010603198,2.1417017
2022-04-02,295.34985,284.61395,4.1594505,94.54963,0.2934054,0.010085129,0.8090715
2022-04-03,298.81958,283.89557,0.22268295,297.6422,0.6956433,0.008063078,1.9594069
2022-04-04,301.3288,281.31827,0.0,290.78964,0.8344021,0.008158733,0.119569145
2022-04-05,302.4592,290.1842,0.42629242,198.50963,0.70323825,0.012363101,3.1283953
2022-04-06,300.99124,294.04877,2.3488998,178.75555,0.6103649,0.015079612,3.5319052
2022-04-07,299.7833,294.96375,4.3611526,195.23926,0.7000592,0.014722982,4.1204996
2022-04-08,296.38055,284.41772,0.0,300.29407,1.1615808,0.0053003374,4.001816
2022-04-09,291.56512,281.91376,0.0,310.63556,0.9919479,0.0040391665,4.4255548
2022-04-10,297.87866,278.01877,0.0,313.72073,0.910895,0.004301442,2.0000405
2022-04-11,301.86902,281.8708,0.0,311.17627,1.0347314,0.0065554082,1.3365793
2022-04-12,303.1467,288.09784,0.0,300.38593,1.1224897,0.009065378,2.2565517
2022-04-13,302.4053,289.18634,0.00047683716,219.47704,0.97162235,0.010830445,3.0488746
2022-04-14,302.92328,292.13727,0.008106232,202.54074,1.0459921,0.011772485,1.8493456
2022-04-15,302.16266,292.0714,0.13685226,240.25778,0.9755368,0.011646659,1.9553217
2022-04-16,303.82092,289.9212,0.121593475,238.5237,0.7326615,0.012483096,0.39579913
2022-04-17,301.92343,293.8407,7.2488785,201.34445,0.6700237,0.0145200025,0.86223257
2022-04-18,302.29733,292.0863,0.12111664,203.35333,0.63528705,0.012973748,1.5015634
2022-04-19,298.32654,285.62613,0.0,333.09332,1.2655585,0.005809547,3.4499788
2022-04-20,298.20868,282.5694,0.022888184,265.38,0.82906044,0.006736249,2.658124
2022-04-21,299.37976,288.5609,0.0019073486,234.22963,0.9355699,0.008995966,2.9725387
2022-04-22,300.14273,288.932,0.0,279.14075,0.8605319,0.009737158,3.3520174
2022-04-23,301.23093,287.5746,0.0,236.15186,0.84164214,0.0100251,3.0033758
2022-04-24,303.4246,288.9798,0.0,247.6237,0.9666432,0.010561741,2.7411132
2022-04-25,303.121,288.45508,0.04053116,248.73778,0.9614978,0.011483322,1.8422703
2022-04-26,304.47495,290.8824,0.06198883,257.0763,1.1514536,0.011473669,1.3413217
2022-04-27,302.72314,291.20618,0.26130676,262.76443,1.0443232,0.011070547,0.9111578
2022-04-28,300.7247,287.82895,0.0,321.5822,1.0849503,0.008697791,3.4665892
2022-04-29,301.85968,286.79233,0.0,256.12814,1.0531335,0.008473815,3.1969178
2022-04-30,303.51648,289.63818,0.0014305115,271.49927,1.1432849,0.010027122,2.644585
2022-05-01,303.65424,289.4964,1.253128,252.80888,0.96224356,0.011579209,1.4576262
2022-05-02,305.2987,291.3017,0.15449524,266.22296,1.0781094,0.012178846,1.4323511
2022-05-03,305.3505,294.0493,5.5646896,229.26445,0.93047,0.013804517,2.0022366
2022-05-04,305.76886,291.05273,0.05531311,282.1837,0.893208,0.013498773,0.80737984
2022-05-05,307.07434,292.59372,0.0,276.9659,1.3960178,0.012569509,1.9893328
2022-05-06,305.69223,292.80283,0.27179718,217.3689,1.0808384,0.013363433,3.671033
2022-05-07,303.52325,293.73486,1.3313293,322.32593,1.2251792,0.012220784,4.3471727
2022-05-08,301.53012,288.66718,0.0,303.02072,1.223819,0.0091962945,2.157891
2022-05-09,298.78204,289.23584,0.0,249.75853,0.82266223,0.009713405,3.0233347
2022-05-10,301.2754,284.80518,0.0,340.9304,0.9915526,0.007945192,2.253655
2022-05-11,302.4168,285.58173,0.0,330.19482,1.08,0.00825126,2.5398726
2022-05-12,300.44678,287.68677,0.19264221,237.28148,0.9425403,0.009844196,1.8818973
2022-05-13,300.6607,290.6364,14.547348,205.8689,0.5794842,0.01224545,1.2533659
2022-05-14,302.7971,289.7916,1.0104179,256.73853,0.5334091,0.0133208865,0.7830333
2022-05-15,303.7001,293.66968,4.5614243,252.85777,0.59488463,0.014723152,1.5689374
2022-05-16,304.03284,290.29156,2.3727417,275.7637,0.68839216,0.013756326,1.9116738
2022-05-17,305.78336,294.3569,0.014305115,288.13333,1.1903207,0.014218449,1.8513856
2022-05-18,308.54987,292.1226,0.0,317.67926,1.4692962,0.0128725665,0.15142657
2022-05-19,307.65143,294.39166,0.0,324.6437,1.4609702,0.013535382,2.2368815
2022-05-20,308.63513,293.92728,6.4139366,272.98743,1.2179589,0.013994679,1.8082117
2022-05-21,301.963,294.1501,17.504215,205.3,0.43431926,0.015872726,2.210138
2022-05-22,305.02026,293.80902,8.892059,241.09259,0.49211812,0.016362432,2.1577642
2022-05-23,305.2404,294.77197,7.527828,239.40074,0.57857895,0.016335333,1.6551675
2022-05-24,306.02954,293.2928,0.29182434,254.65703,0.77136993,0.01555759,1.5881524
2022-05-25,304.41138,294.45224,0.4181862,253.08592,0.9383242,0.015330468,3.245737
2022-05-26,304.00235,295.80957,1.1043549,208.87778,0.9080858,0.015567119,3.1783469
2022-05-27,301.26178,295.43665,5.62191,151.8852,0.54267335,0.015862033,2.5523314
2022-05-28,305.49237,293.5459,0.0042915344,274.22446,1.073606,0.0136894835,2.3518684
2022-05-29,305.9793,292.62225,0.0038146973,287.79556,1.4006965,0.012737692,1.1372529
2022-05-30,305.96765,295.1543,1.7199516,253.84445,0.8253858,0.016337637,2.1495528
2022-05-31,304.1831,292.97275,5.2433014,235.27408,0.642647,0.015317516,2.0135345
2022-06-01,305.77155,291.77097,0.089645386,292.53705,0.94960546,0.013990727,1.4539039
2022-06-02,306.45465,292.57446,0.0,302.35483,1.2255592,0.013602274,1.2647909
2022-06-03,306.79807,295.01178,0.00047683716,278.21777,1.5174937,0.013476717,1.7635028
2022-06-04,305.38788,294.93756,0.72813034,273.92148,1.2535012,0.014406828,1.5820575
2022-06-05,305.87875,295.53973,7.0734024,226.95703,0.84951925,0.015972355,2.261283
2022-06-06,303.28534,295.14316,8.790493,227.57925,0.6517763,0.0160401,1.8694981
2022-06-07,306.806,293.3166,0.20170212,281.68298,0.8341918,0.015422676,0.78982437
2022-06-08,306.78125,296.27127,0.22411346,273.23926,1.0675426,0.016620485,1.187437
2022-06-09,306.5399,296.80893,0.7224083,275.15482,1.1158144,0.016470106,2.7517464
2022-06-10,306.23227,296.35632,0.69236755,265.3126,1.0268655,0.016236717,2.1950173
2022-06-11,304.1388,296.31793,9.654045,217.83481,0.7799809,0.016985334,2.304133
2022-06-12,305.14246,296.08777,2.861023,184.34222,0.65596795,0.017506126,2.4920177
2022-06-13,306.7469,297.221,0.4439354,248.32297,0.8893833,0.018052638,2.3528707
2022-06-14,307.97256,298.5436,0.22506714,280.9452,1.1076982,0.018307198,1.2606058
2022-06-15,309.95367,295.83575,2.0251274,296.01334,1.0607331,0.016981514,0.4294589
2022-06-16,308.12457,297.32755,0.9469986,274.5941,1.1173728,0.018455315,1.9062155
2022-06-17,309.82367,296.3123,0.13542175,310.29184,1.4363959,0.016080495,1.1694348
2022-06-18,309.24472,297.04916,0.07104874,297.58,1.4718783,0.016209463,2.0385723
2022-06-19,306.60577,297.6014,2.7170181,247.83778,1.2885869,0.016477657,2.045687
2022-06-20,304.65137,296.67322,0.45633316,277.64,1.1266351,0.015655538,3.0647779
2022-06-21,307.39844,292.41614,0.0,314.18445,1.536113,0.01218065,1.1173742
2022-06-22,309.35315,295.71942,0.0,328.72446,1.854945,0.012594665,1.7046574
2022-06-23,312.49274,297.67712,0.0,310.94592,2.0729666,0.015056212,1.7562066
2022-06-24,307.1434,297.89005,7.0757866,237.74222,1.3126132,0.016854398,1.1578009
2022-06-25,306.02087,296.844,0.7042885,221.5326,1.0416131,0.016172124,2.1104794
2022-06-26,304.7728,295.15356,0.6160736,253.8437,1.1742358,0.014698194,2.5407639
2022-06-27,305.9297,292.31653,0.44727325,290.87186,1.1791,0.013850117,1.820443
2022-06-28,304.39435,295.85162,4.351616,233.59186,0.7921059,0.01735803,1.654816
2022-06-29,307.2943,297.0351,5.6905746,241.5089,0.96279764,0.017051501,1.6107613
2022-06-30,305.6978,295.8361,3.742218,253.91037,0.865041,0.016860612,1.726322
2022-07-01,306.9568,295.7322,1.8773079,243.71333,1.097707,0.01582569,0.58186764
2022-07-02,305.64532,296.27148,5.9604645,198.48445,0.88272476,0.016483344,1.4285405
2022-07-03,304.11453,296.71826,2.761364,221.3437,0.7487006,0.017304238,1.8013388
2022-07-04,308.2231,296.16968,5.2928925,256.55554,0.99125934,0.016968694,1.1173775
2022-07-05,306.66522,297.24823,10.669231,225.85556,0.79828525,0.017949201,1.5371647
2022-07-06,308.69962,296.88947,0.67281723,273.8526,1.1248693,0.017665159,1.195511
2022-07-07,308.729,298.23987,4.942417,249.15482,1.0822935,0.017931554,0.9584206
2022-07-08,307.236,298.2719,0.45394897,225.62148,0.85402274,0.018177284,1.5475981
2022-07-09,305.0933,297.46283,1.7743111,177.8763,0.86853886,0.01730047,1.7366996
2022-07-10,304.98773,297.30408,17.838955,176.27408,0.58820724,0.018101314,2.4914396
2022-07-11,304.01965,297.1267,18.832207,171.62,0.4178176,0.019094385,1.5831331
2022-07-12,306.4455,296.85703,3.9248466,255.41408,0.608155,0.018304367,2.1356044
2022-07-13,306.21667,297.35773,1.8091202,246.74222,0.9776931,0.017759692,2.4493084
2022-07-14,308.68076,296.8321,3.6644936,274.3526,1.0839865,0.017030433,1.2589252
2022-07-15,304.9671,295.51254,1.6713142,186.50519,0.5410795,0.017248966,0.5589544
2022-07-16,303.16516,295.5088,4.5485497,200.56815,0.6248667,0.017161354,1.0524752
2022-07-17,304.2879,295.4673,4.3287277,229.18741,0.5213592,0.017330494,0.721885
2022-07-18,304.4491,296.45184,5.8875084,200.47778,0.6304064,0.017505601,1.9719056
2022-07-19,305.42578,297.38626,1.5807152,246.91777,0.7531202,0.018088404,2.5706077
2022-07-20,304.16443,296.4675,4.8503876,198.1363,0.54608154,0.017476175,2.4252198
2022-07-21,306.57922,295.91498,1.0828972,267.85406,0.65595794,0.017517911,2.5897176
2022-07-22,307.68533,296.8662,0.3504753,289.05704,1.0723543,0.016866574,1.6706262
2022-07-23,307.97925,296.3001,10.703564,254.55556,0.97124934,0.016385347,0.7336516
2022-07-24,306.20288,294.9468,5.1574707,261.4563,0.69821835,0.017079487,1.1620271
2022-07-25,307.53918,295.59586,2.5782585,262.71036,0.9958129,0.016246252,1.1186868
2022-07-26,307.7931,296.71545,2.9706955,284.29556,1.1884334,0.016718633,1.5234627
2022-07-27,307.54016,295.54636,1.1615753,262.7126,0.87047863,0.016831964,1.5920862
2022-07-28,307.01016,296.62888,0.81062317,271.6422,0.9746897,0.017511915,2.2001169
2022-07-29,308.5697,297.2765,0.1077652,271.34964,1.2618372,0.01726422,2.2506607
2022-07-30,309.0846,296.40198,0.0,284.22665,1.6338503,0.015363999,1.6766862
2022-07-31,310.81497,297.79056,0.0,311.25333,1.9197719,0.014833543,1.7801439
2022-08-01,308.33768,297.65198,0.069618225,260.9111,1.6943333,0.015411842,1.3323594
2022-08-02,309.54272,297.51074,5.326271,265.3363,1.5339661,0.016123652,1.4941382
2022-08-03,307.28473,296.2289,4.693508,229.0363,1.05492,0.016867394,0.5693857
2022-08-04,308.54575,296.23395,0.63610077,275.68298,1.1001172,0.01646535,2.2676141
2022-08-05,307.33844,296.99316,1.9416809,235.4163,1.0751314,0.017214388,2.139915
2022-08-06,305.77246,297.48938,3.8018227,240.24667,0.821856,0.018399384,1.9328247
2022-08-07,308.0672,296.43207,3.3211708,229.92667,0.91034055,0.017309967,1.3824435
2022-08-08,306.52338,296.22604,3.9262772,221.77185,0.8193419,0.017004585,1.2810397
2022-08-09,305.63922,295.4406,3.7999153,236.3637,0.8657956,0.016767802,1.198418
2022-08-10,307.4041,296.3221,1.6283989,225.75778,0.86380816,0.01750609,0.68586105
2022-08-11,304.31976,296.0097,0.82588196,220.79703,0.7433994,0.016674113,1.3837377
2022-08-12,303.61234,296.6062,0.060081482,109.40889,1.0604994,0.014818861,2.1493254
2022-08-13,303.65332,295.52304,22.620678,154.09555,0.62968326,0.0165533,0.86237293
2022-08-14,305.3985,294.54187,0.09059906,244.07631,0.89458466,0.015411056,1.7549026
2022-08-15,306.6279,293.42084,0.0,268.95184,1.3962071,0.013110011,0.72794336
2022-08-16,306.46838,295.8135,2.3036003,240.82074,1.23613,0.015660942,2.4595006
2022-08-17,308.4362,296.4528,5.3896904,249.08742,0.8876953,0.017740397,1.0981153
2022-08-18,303.93823,294.50153,16.890526,189.18147,0.5002878,0.017360482,0.4228606
2022-08-19,307.27658,295.68948,9.331226,212.16444,0.6143434,0.017401695,1.2724067
2022-08-20,308.19287,295.87576,3.3664703,238.29185,0.82954645,0.017205384,0.6481147
2022-08-21,308.64252,296.44135,0.20503998,244.39111,1.0051548,0.017243678,0.72152996
2022-08-22,305.45972,295.9691,1.909256,185.71481,0.6712177,0.017303774,1.1634573
2022-08-23,307.2002,295.9772,21.72327,225.86,0.75178194,0.017261732,0.6923832
2022-08-24,308.22858,295.90897,6.1998367,221.33925,0.73108983,0.017306743,0.5356893
2022-08-25,305.7455,296.2664,4.848957,194.50815,0.6329217,0.018011421,0.53165525
2022-08-26,304.4917,296.2542,15.34462,199.25333,0.5219071,0.017961634,0.7847532
2022-08-27,303.8538,296.3996,15.48624,169.37334,0.38833284,0.018252714,0.8041319
2022-08-28,304.5766,296.02167,7.191181,173.08888,0.5207429,0.017674355,1.3983325
2022-08-29,302.30383,296.5859,15.183449,142.22815,0.3773291,0.018252376,1.3038181
2022-08-30,304.9452,296.14798,5.686283,165.0437,0.543416,0.018640557,0.8611719
2022-08-31,306.22797,297.3769,2.7384758,206.54147,0.64689255,0.018638222,1.4724303
2022-09-01,305.68243,296.50217,8.852959,235.98297,0.5509002,0.017926248,1.1322602
2022-09-02,303.98242,295.01263,9.577274,200.08888,0.47370172,0.0170518,1.3552078
2022-09-03,303.8723,296.16754,1.6026497,171.95555,0.52411866,0.017863937,1.7719886
2022-09-04,304.55835,296.07776,9.86433,185.12297,0.54233,0.01819256,1.8185965
2022-09-05,307.0019,296.0627,0.7472038,216.3511,0.8992548,0.017056393,1.1031393
2022-09-06,307.85767,296.44614,0.037670135,249.54074,1.1769912,0.017082555,1.0474104
2022-09-07,307.52878,296.88055,0.062942505,223.66444,1.2726421,0.01642694,1.4819813
