site,model,predictor_set,n_predictors,predictors,RMSE,MAE,R2,Pearson_r,baseline_RMSE,baseline_MAE,baseline_R2,baseline_Pearson_r,delta_RMSE,delta_MAE,delta_R2,delta_Pearson_r
low_amplitude,CNN,no_moisture,5,"tmmx,tmmn,pr,srad,vs",0.0705482496139256,0.0497617018549733,0.3216384453231384,0.7674469118240399,0.0703073903552575,0.0500926905721079,0.3262625358479764,0.7542434802255028,0.00024085925866809688,-0.00033098871713459904,-0.004624090524837976,0.013203431598537096
low_amplitude,RF,no_moisture,5,"tmmx,tmmn,pr,srad,vs",0.0658830667344092,0.0477843264896903,0.4083888448671388,0.7095990779918327,0.0651450906521918,0.0461671385848436,0.4215682455406119,0.7197717509832838,0.0007379760822174009,0.0016171879048466967,-0.013179400673473118,-0.010172672991451082
low_amplitude,SVM,no_moisture,5,"tmmx,tmmn,pr,srad,vs",0.062690539134524,0.0462081232825078,0.4643356415681638,0.738206611102203,0.0626703044119784,0.0464279797608894,0.4646813801933673,0.718749904286346,2.023472254560066e-05,-0.0002198564783816026,-0.0003457386252034844,0.019456706815856983
low_amplitude,AELSTM,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0674721548210549,0.0474579173992865,0.3795055497208394,0.7633187801392503,0.0682659543083499,0.0486522142443846,0.3648196232241565,0.748469280107476,-0.0007937994872950077,-0.0011942968450981,0.014685926496682877,0.01484950003177421
low_amplitude,BiLSTM,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0674173600335997,0.047948929739547,0.3805129595420493,0.7284690857194607,0.0674278416300866,0.048399917624339,0.3803203172331794,0.7499036870676254,-1.0481596486894285e-05,-0.00045098788479199653,0.00019264230886989475,-0.021434601348164772
low_amplitude,LSTM,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0674752022629357,0.0455513077285155,0.3794494980508656,0.7236642387002954,0.0673323752265369,0.046312187995349,0.3820737979902373,0.7557326918867313,0.0001428270363987988,-0.0007608802668335052,-0.002624299939371688,-0.03206845318643592
low_amplitude,GRU,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0638010413004293,0.0423696422408492,0.4451900067976564,0.7676091766610389,0.07182426568484,0.0524197067503477,0.2968772820944977,0.7690328789682764,-0.008023224384410707,-0.010050064509498496,0.1483127247031587,-0.0014237023072375399
low_amplitude,RNN,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0729545511023834,0.0563872695331428,0.2745733266589409,0.7289256282887894,0.0671511547155583,0.0479464851796242,0.3853955345903801,0.7610653627473861,0.005803396386825102,0.008440784353518596,-0.11082220793143921,-0.03213973445859675
low_amplitude,CNN,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0668441975878649,0.0462888707146767,0.3910015746701023,0.762564187334122,0.0703073903552575,0.0500926905721079,0.3262625358479764,0.7542434802255028,-0.0034631927673925977,-0.0038038198574311954,0.06473903882212595,0.008320707108619207
low_amplitude,RF,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0615592407450804,0.0453273352104931,0.4834941430965918,0.7380257503922987,0.0651450906521918,0.0461671385848436,0.4215682455406119,0.7197717509832838,-0.003585849907111402,-0.0008398033743505021,0.06192589755597988,0.018253999409014843
low_amplitude,SVM,no_pr,6,"tmmx,tmmn,srad,vpd,sph,vs",0.0594775673067791,0.0480080395424127,0.5178356069730643,0.7236062816972996,0.0626703044119784,0.0464279797608894,0.4646813801933673,0.718749904286346,-0.0031927371051993086,0.0015800597815232992,0.053154226779697,0.004856377410953572
low_amplitude,AELSTM,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.069442972779459,0.0490739836157165,0.3427276700466776,0.7629779636504466,0.0682659543083499,0.0486522142443846,0.3648196232241565,0.748469280107476,0.001177018471109098,0.0004217693713318982,-0.022091953177478918,0.014508683542970524
low_amplitude,BiLSTM,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.0676131349061661,0.0479014202386389,0.3769098492964911,0.7591805525617535,0.0674278416300866,0.048399917624339,0.3803203172331794,0.7499036870676254,0.00018529327607950952,-0.0004984973857000974,-0.0034104679366883106,0.009276865494128095
low_amplitude,LSTM,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.0678697391346536,0.0476412541867668,0.3721713922224188,0.7756858315570657,0.0673323752265369,0.046312187995349,0.3820737979902373,0.7557326918867313,0.0005373639081167059,0.001329066191417795,-0.009902405767818478,0.019953139670334408
low_amplitude,GRU,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.0654590652352174,0.0447174555196399,0.4159791667749847,0.7667627727950089,0.07182426568484,0.0524197067503477,0.2968772820944977,0.7690328789682764,-0.0063652004496226045,-0.0077022512307078,0.11910188468048699,-0.0022701061732675054
low_amplitude,RNN,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.0661242308018049,0.0461089852884139,0.4040497486421291,0.7801592248759314,0.0671511547155583,0.0479464851796242,0.3853955345903801,0.7610653627473861,-0.0010269239137533914,-0.0018374998912102994,0.018654214051748996,0.019093862128545247
low_amplitude,CNN,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.0696925360332817,0.0493382867335873,0.3379949876452542,0.7716859891053655,0.0703073903552575,0.0500926905721079,0.3262625358479764,0.7542434802255028,-0.0006148543219758051,-0.0007544038385206009,0.011732451797277832,0.01744250887986265
low_amplitude,RF,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.065432451643755,0.0476444481893723,0.416453959141186,0.7171401763937831,0.0651450906521918,0.0461671385848436,0.4215682455406119,0.7197717509832838,0.00028736099156319306,0.001477309604528701,-0.005114286399425905,-0.002631574589500696
low_amplitude,SVM,no_sph,6,"tmmx,tmmn,pr,srad,vpd,vs",0.0629641146950892,0.0459338540130661,0.4596502637523438,0.7386366011405293,0.0626703044119784,0.0464279797608894,0.4646813801933673,0.718749904286346,0.00029381028311079027,-0.0004941257478233013,-0.005031116441023498,0.019886696854183317
low_amplitude,AELSTM,no_srad,6,"tmmx,tmmn,pr,vpd,sph,vs",0.069793305816903,0.0526106580438691,0.3360791919413476,0.728556656297954,0.0682659543083499,0.0486522142443846,0.3648196232241565,0.748469280107476,0.0015273515085530986,0.003958443799484498,-0.028740431282808898,-0.01991262380952208
low_amplitude,BiLSTM,no_srad,6,"tmmx,tmmn,pr,vpd,sph,vs",0.0652485665497793,0.048793443863794,0.4197292341900682,0.7290381727696813,0.0674278416300866,0.048399917624339,0.3803203172331794,0.7499036870676254,-0.002179275080307297,0.00039352623945500265,0.039408916956888806,-0.020865514297944143
low_amplitude,LSTM,no_srad,6,"tmmx,tmmn,pr,vpd,sph,vs",0.0661267964544996,0.0481271363958128,0.4040035014189022,0.7385668017694436,0.0673323752265369,0.046312187995349,0.3820737979902373,0.7557326918867313,-0.001205578772037294,0.0018149484004637978,0.021929703428664904,-0.017165890117287752
