RMSE,MAE,MAPE,R2,Pearson_r,condition,source,target,elapsed_sec
0.2734507857563818,0.2202666441599528,7.537127283193453,0.8883576305315872,0.9481839723547428,zero_shot_target_native,evergreen,evergreen_west,0.3
0.34449272025767796,0.2671653906504313,9.650710420819388,0.82281343378381,0.9115677635907431,lora_transfer_from_source,evergreen,evergreen_west,113.8
