RMSE,MAE,MAPE,R2,Pearson_r,site,mode,learning_rate,lora_rank,lora_alpha,num_steps
0.060578362122815324,0.04522162162595325,20.420023674173006,0.49982287862351615,0.7429335688535939,low_amplitude,finetuned_lora_improved,1e-05,8,16,100
0.4812707262322183,0.3076096296310425,16.23790103262961,0.9420834741526005,0.9716519791495658,high_amplitude_deciduous,finetuned_lora_improved,0.0001,16,32,800
0.4889972694453181,0.4257852077484131,13.857148343737022,0.8294231257215209,0.9320059959983032,evergreen,finetuned_lora_improved,0.0001,16,32,400
