site,method,learning_rate,best_step,best_eval_loss,steps_run,elapsed_sec,n_trainable,n_total,peak_mem_mb
low_amplitude,ln_tuning,0.1,200,0.6511669158935547,500,37.4,28416,119506080,2921.1
low_amplitude,ln_tuning,0.0001,100,0.6554616689682007,400,30.6,28416,119506080,2429.5
low_amplitude,ln_tuning,0.01,100,0.7034869194030762,400,30.5,28416,119506080,2928.9
low_amplitude,ln_tuning,0.001,100,0.7072389721870422,400,30.4,28416,119506080,2917.9
