condition,RMSE,MAE,MAPE,R2,Pearson_r,ACC,site,leak_year,elapsed_sec
zero_shot,1.6945770056163807,1.431609659091286,57.844421373020005,-7.636844249423401,0.1108365410301877,-0.5588695996203429,evergreen,2012,0.5
finetuned_lora_original,1.7575573947170118,1.4736050859741543,58.932311912569965,-8.290765581288417,0.1338653107377835,-0.6256738020270687,evergreen,2012,112.3
finetuned_lora_leakage,0.7052220724758452,0.6064642952836078,25.425351639921008,-0.4958369717705004,0.6501324324468499,0.8790180287953945,evergreen,2012,109.6
