dominant_pft,count,mean,median,std,min,max
TREES_BD,3,0.9287084521541251,0.915424,0.03213935732580604,0.905341,0.9653603564623752
SHRUBS_NE,3,0.8910636666666667,0.908283,0.03495007813057557,0.850845,0.914063
TREES_NE,4,0.8852271519056084,0.8846873038112169,0.06441796481351693,0.826853,0.944681
TREES_ND,4,0.85217175,0.9455614999999999,0.19181287708315276,0.564516,0.953048
GRASS_MAN,5,0.7601404,0.836118,0.16810385007280473,0.534999,0.920002
GRASS_NAT,7,0.6792238506252544,0.897569,0.4756280290915801,-0.347578,0.97252
SHRUBS_ND,3,0.55928,0.534271,0.20642386853510905,0.3665,0.777069
SHRUBS_BD,3,0.5293753333333333,0.602757,0.3192212385546007,0.179853,0.805516
