dominant_pft,count,mean,median,std,min,max
TREES_BD,7,0.938004358285132,0.9332121515335492,0.023920312845374006,0.905341,0.9653603564623752
TREES_NE,6,0.9052702679370723,0.9203885,0.06442609943129442,0.826853,0.987093
TREES_ND,6,0.8785430000000001,0.9455614999999999,0.15467621752809962,0.564516,0.953048
SHRUBS_NE,7,0.8568535714285714,0.874685,0.05689041021079374,0.767766,0.914063
GRASS_MAN,12,0.807928,0.8996075,0.17719478036022707,0.47548,0.963278
GRASS_NAT,19,0.6748607344408831,0.910243,0.4743524225652832,-0.723543,0.97776
SHRUBS_BD,7,0.6206225714285714,0.708976,0.2935559349140905,0.179853,0.951408
SHRUBS_ND,6,0.5758923333333333,0.5603435000000001,0.2302583640606062,0.297085,0.894013
