site,method,learning_rate,best_step,best_eval_loss,steps_run,elapsed_sec,n_trainable,n_total,peak_mem_mb
evergreen,ia3,0.01,100,0.6173996329307556,400,35.1,73728,119551392,3199.2
evergreen,ia3,0.1,400,0.6415842771530151,700,60.8,73728,119551392,3198.0
evergreen,ia3,0.0001,200,0.6603642702102661,500,43.7,73728,119551392,2712.4
evergreen,ia3,0.001,100,0.6632275581359863,400,35.0,73728,119551392,3197.2
