RMSE,MAE,MAPE,R2,Pearson_r,site,source,test_year,context_steps,dominant_pft,pft_purity,region,n_pixels_done,gridmet_RMSE,gridmet_MAE,gridmet_MAPE,gridmet_R2,gridmet_Pearson_r,R2_diff_era5_minus_gridmet
0.2404864347452762,0.1930367112159729,23.270987910809684,0.9043135153410982,0.954813736936853,px038_grass_nat,ERA5-cloud,2022,1002,GRASS_NAT,0.6419753432273865,Northeast,39,0.232916,0.18502,22.067089,0.910243,0.9561,-0.005929484658901862
0.1354835264971682,0.1048408508300781,10.2957369986578,0.8957608745583278,0.9732986754401072,px019_shrubs_bd,ERA5-cloud,2022,997,SHRUBS_BD,0.5099999904632568,Great Plains,20,0.172416,0.119057,10.455927,0.831184,0.978746,0.06457687455832772
0.3888201966088337,0.323326881064309,38.11155266849987,0.8925172003686525,0.9471947808953172,px010_grass_nat,ERA5-cloud,2022,1002,GRASS_NAT,1.0,Great Plains,11,0.379572,0.304381,34.58418,0.897569,0.949617,-0.005051799631347498
0.3530187872525975,0.2466506165762742,66.43385388661929,0.8869011819801438,0.9430622542171092,px032_grass_man,ERA5-cloud,2022,1002,GRASS_MAN,0.7599999904632568,Great Plains,33,0.364821,0.245488,64.410733,0.879213,0.946653,0.00768818198014376
0.2540322140284972,0.1960121028953128,28.742165681640387,0.8785788513175685,0.9693311393726284,px020_trees_ne,ERA5-cloud,2022,1002,TREES_NE,0.5555555820465088,Northern Rockies / Great Basin,21,0.226327,0.169803,24.90204,0.90362,0.971417,-0.025041148682431458
0.0970200020685711,0.0822153644429312,16.592522256457297,0.8704701706514495,0.9696005836694856,px053_shrubs_ne,ERA5-cloud,2022,1002,SHRUBS_NE,0.8500000238418579,California,54,0.079025,0.070968,16.347149,0.914063,0.96092,-0.043592829348550466
0.0432456917553499,0.0328578882747226,7.066501082001253,0.869640431907791,0.9338219252941904,px007_shrubs_ne,ERA5-cloud,2022,997,SHRUBS_NE,1.0,Great Plains,8,0.036274,0.028448,6.02058,0.908283,0.958449,-0.038642568092209006
0.1172555845775938,0.0842566048105557,23.66948657663136,0.866499544302975,0.9362275522283972,px021_grass_nat,ERA5-cloud,2022,1002,GRASS_NAT,0.5600000023841858,Northern Rockies / Great Basin,22,0.097495,0.070034,19.606012,0.907705,0.953819,-0.04120545569702494
0.2954693403630668,0.2147499077849917,31.564334767980014,0.8539224436673499,0.929612218765096,px004_trees_ne,ERA5-cloud,2022,1002,TREES_NE,1.0,Pacific Northwest,5,0.321683,0.221611,30.423967,0.826853,0.918395,0.02706944366734998
0.1599142952587205,0.1203955557611253,26.664419955824236,0.843212735460316,0.9222622598193054,px051_shrubs_ne,ERA5-cloud,2022,1002,SHRUBS_NE,0.5300000309944153,Pacific Northwest,52,0.142966,0.104337,21.111341,0.874685,0.935431,-0.03147226453968399
0.0512308341411155,0.0421652297178904,8.450989584505713,0.83494636662617,0.914227921591932,px055_shrubs_bd,ERA5-cloud,2022,997,SHRUBS_BD,0.8100000023841858,Great Plains,56,0.055611,0.045512,9.10311,0.805516,0.954238,0.029430366626169935
0.0487832684295447,0.0391718586285909,8.669324013535993,0.8189878474356207,0.9060050496412076,px016_shrubs_ne,ERA5-cloud,2022,997,SHRUBS_NE,0.5299999713897705,Great Plains,17,0.052219,0.045934,9.988734,0.792595,0.894401,0.026392847435620648
0.0800316450113719,0.0593734330601162,11.285333206533638,0.8123852903948772,0.9039534996691726,px054_shrubs_ne,ERA5-cloud,2022,1002,SHRUBS_NE,0.8500000238418579,California,55,0.071359,0.055773,10.812239,0.850845,0.923828,-0.038459709605122794
0.5184993827651745,0.3901963684293958,14.11842510271607,0.8082197981702628,0.8990320892400439,evergreen,ERA5-cloud,2022,1002,TREES_NE,0.949999988079071,Southeast,1,0.4849752207266585,0.4259298351075914,14.023496741340352,0.8322176076224337,0.9301318449824632,-0.023997809452170893
0.0672388033059036,0.0554928282896677,20.64323080489772,0.7931571708773439,0.8909031072094966,px057_shrubs_nd,ERA5-cloud,2022,1002,SHRUBS_ND,0.8400000333786011,California,58,0.069805,0.058494,21.140008,0.777069,0.883247,0.016088170877343932
0.1719645808107557,0.1335079928239186,15.93195358383178,0.788399624796423,0.9495117520683158,px027_grass_man,ERA5-cloud,2022,1002,GRASS_MAN,0.75,Southeast,28,0.151337,0.11024,13.812511,0.836118,0.943975,-0.047718375203577024
0.3357536735694411,0.2541471898555755,31.09556929518531,0.7732758705656583,0.9570669747534428,px023_shrubs_ne,ERA5-cloud,2022,1002,SHRUBS_NE,0.6899999976158142,Pacific Northwest,24,0.339809,0.254814,31.492705,0.767766,0.954112,0.005509870565658326
0.6553412998037684,0.4885522034433153,32.0395812648061,0.6522486033338724,0.8239077354474216,px030_grass_man,ERA5-cloud,2022,1002,GRASS_MAN,0.4900000095367431,Pacific Northwest,31,0.620154,0.466817,31.07444,0.68859,0.842163,-0.03634139666612768
0.1021589380025832,0.0902301424079471,16.43235300597835,0.6493299299487816,0.9585570073877924,px046_grass_nat,ERA5-cloud,2022,997,GRASS_NAT,0.8202247619628906,Other,47,0.072706,0.060938,12.00688,0.822382,0.955706,-0.17305207005121837
0.4131664015843601,0.3074873884518941,16.42332938501054,0.6468795635846255,0.8542824716696733,px034_grass_man,ERA5-cloud,2022,1002,GRASS_MAN,0.7599999904632568,Pacific Northwest,35,0.422714,0.31691,17.174495,0.63037,0.84575,0.01650956358462552
0.0876337039687171,0.0651094512806998,16.199941861431842,0.5972591449697846,0.861129545964673,px017_grass_man,ERA5-cloud,2022,997,GRASS_MAN,0.532608687877655,Great Plains,18,0.100009,0.078114,19.54999,0.47548,0.699619,0.12177914496978459
0.1352942837189049,0.1182737370332082,19.706478857063324,0.5814257091090611,0.8282712137961554,px062_shrubs_nd,ERA5-cloud,2022,997,SHRUBS_ND,0.6299999952316284,Other,63,0.134485,0.123402,20.22116,0.586416,0.787179,-0.004990290890938942
0.0590588267872318,0.0424111477202839,19.495537184078756,0.5246008514564243,0.778108999913615,low_amplitude,ERA5-cloud,2022,1002,GRASS_NAT,0.8399999737739563,California,2,0.0579882552431547,0.0396103426814079,17.9428315787576,0.5416799543767805,0.7595571295427851,-0.017079102920356193
0.1364551785206498,0.0891203900178273,12.457938862162804,0.5191418871878712,0.8292647038295554,px024_shrubs_bd,ERA5-cloud,2022,997,SHRUBS_BD,0.6600000262260437,Great Plains,25,0.106156,0.07808,11.30958,0.708976,0.891604,-0.1898341128121288
0.3756239153871465,0.2899371127287546,40.86931627140773,0.4944680818069215,0.8281934260734487,px068_trees_nd,ERA5-cloud,2022,1002,TREES_ND,0.8700000047683716,Pacific Northwest,69,0.34863,0.267203,38.591419,0.564516,0.829618,-0.07004791819307854
0.2292344273311305,0.1752534634537167,22.664219243421847,0.4929057012997471,0.8731249783314466,px056_shrubs_nd,ERA5-cloud,2022,997,SHRUBS_ND,0.6100000143051147,Other,57,0.1048,0.079397,9.459459,0.894013,0.962247,-0.40110729870025286
0.3109306075119675,0.1957447734143999,18.555197556183067,0.4887531296197323,0.7720454159222359,px011_grass_man,ERA5-cloud,2022,1002,GRASS_MAN,1.0,Pacific Northwest,12,0.296534,0.189504,18.50107,0.534999,0.778332,-0.04624587038026773
0.1867497434910593,0.1507815811369154,57.46806358674509,0.4696903208340294,0.7159528789130291,px028_grass_nat,ERA5-cloud,2022,1002,GRASS_NAT,0.5813953280448914,Southeast,29,0.188026,0.151791,57.929854,0.462417,0.707779,0.007273320834029373
0.0619056915380818,0.0483453830083211,10.376674425028805,0.4613915418227484,0.7081195320959077,px025_grass_nat,ERA5-cloud,2022,1002,GRASS_NAT,0.6419753432273865,Southeast,26,0.065691,0.052247,11.562061,0.393508,0.704792,0.06788354182274836
0.0680931242315879,0.0583186149597168,25.799875101700405,0.3187473448995527,0.6192629615080328,px015_shrubs_nd,ERA5-cloud,2022,1002,SHRUBS_ND,0.4799999892711639,Southwest,16,0.069167,0.059088,26.231261,0.297085,0.610349,0.02166234489955271
0.1148715813192904,0.0968509415785471,15.633234946535676,0.2106268993459685,0.6585687747809891,px008_shrubs_bd,ERA5-cloud,2022,997,SHRUBS_BD,0.9700000286102296,Great Plains,9,0.117089,0.094202,15.421249,0.179853,0.722745,0.030773899345968497
0.1902489524380018,0.1430021524429321,16.58439702241465,0.1830673764561443,0.8800509441464583,px064_shrubs_bd,ERA5-cloud,2022,997,SHRUBS_BD,0.8600000143051147,Other,65,0.132665,0.094658,11.620204,0.602757,0.865348,-0.4196896235438557
0.2646071904786055,0.2161093923780653,34.72274139730688,-0.1283954537729781,0.73948221489435,px035_shrubs_nd,ERA5-cloud,2022,997,SHRUBS_ND,0.7599999904632568,Other,36,0.169996,0.139514,22.604649,0.534271,0.796381,-0.6626664537729782
0.1626212921495385,0.1304692056443956,17.321989162837642,-0.1682037745037901,0.5921914281551756,px049_grass_nat,ERA5-cloud,2022,997,GRASS_NAT,0.6399999856948853,Great Plains,50,0.112907,0.095047,12.716325,0.436874,0.720841,-0.6050777745037901
0.2940255972957505,0.2352079345120324,34.91406140655524,-0.1818074780903484,0.8425283635536103,px009_shrubs_nd,ERA5-cloud,2022,997,SHRUBS_ND,1.0,Other,10,0.215271,0.178043,27.072929,0.3665,0.867139,-0.5483074780903484
0.0956128301571914,0.0721021321084764,16.139832755288687,-0.2627188852197839,0.6945719222497845,px045_grass_nat,ERA5-cloud,2022,997,GRASS_NAT,0.6200000047683716,Great Plains,46,0.111705,0.085987,18.818794,-0.723543,0.73534,0.4608241147802161
0.1488774732630199,0.1083835687902238,17.51545048502876,-0.2948112972854639,0.6466522030593747,px059_shrubs_bd,ERA5-cloud,2022,997,SHRUBS_BD,0.6700000166893005,Great Plains,60,0.112194,0.085763,14.02498,0.264664,0.742629,-0.559475297285464
0.1178054178293182,0.0973760315113597,63.983807243815306,-0.6668393544661435,0.1630775561885283,px047_grass_nat,ERA5-cloud,2022,1002,GRASS_NAT,0.8199999928474426,Southwest,48,0.105924,0.08665,56.219142,-0.347578,0.141625,-0.3192613544661435
