dominant_pft,count,mean,median,std,min,max
TREES_BD,7,0.9386326013785536,0.939006167031872,0.022177399993108478,0.9081120315638946,0.9682755345418412
TREES_NE,6,0.901101275610554,0.9084111554372672,0.06583827411200413,0.8082197981702628,0.9869095719649592
TREES_ND,6,0.8604430947497379,0.9287804669907807,0.17974937367639254,0.4944680818069215,0.9480289165980962
SHRUBS_NE,7,0.8418336110057913,0.843212735460316,0.044077895493998015,0.7732758705656583,0.904862930624827
GRASS_MAN,12,0.8094554931573504,0.9033019449905564,0.16846825323971049,0.4887531296197323,0.961485757333161
GRASS_NAT,19,0.6433933733772778,0.9043135153410982,0.48910412904851824,-0.6668393544661435,0.9786274072495408
SHRUBS_BD,7,0.47084173180646915,0.5191418871878712,0.46171616013814926,-0.2948112972854639,0.947160015756266
SHRUBS_ND,6,0.3126721657203964,0.4058265230996499,0.3936155752819952,-0.1818074780903484,0.7931571708773439
