,RMSE,MAE,MAPE,R2,Pearson_r
mean,0.7540673996519857,0.5399258850044224,58.14331013496513,0.29889302621819874,0.6211390311115726
median,0.5914454247937397,0.4217603298879805,42.7196931599864,0.35320264051197725,0.6681261878705371
std,0.5828663722782993,0.4322315430112195,56.57247286212078,0.4030569814610483,0.27001159353991616
min,0.0793682851600291,0.0628520197338528,8.02930051504765,-0.9340192219980964,-0.495085918904505
max,3.502660655844152,2.5471719428896904,433.8902437652888,0.9164406977534142,0.9604556024482348
